time_s,step,observation,action_pre_scale
1776933917.293268,466,"[0.05339059233665466,-0.07813388854265213,-0.9955121874809265,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.0521955490112305,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.012087912298738956,0.036263737827539444,0.02014652080833912,-0.028205128386616707,-0.004832644481211901,-0.0012719864025712013,-0.05238095298409462,-0.029805801808834076,0.029811715707182884,0.004029304254800081,0.006105006206780672,0.012210012413561344,-0.15951846539974213,2.8929641246795654,1.8500375747680664,-1.80705988407135,-0.4629966616630554,1.6230562925338745,0.09360121190547943,-2.0912160873413086,0.7269617915153503,0.033106982707977295,-1.9698305130004883,0.7217889428138733,0.0,0.0,0.0]","[-0.16037724912166595,2.8882534503936768,1.8441555500030518,-1.800696849822998,-0.4624135196208954,1.6214698553085327,0.09536661207675934,-2.088357925415039,0.7237698435783386,0.029796257615089417,-1.9677300453186035,0.7208960056304932]"
1776933917.313796,467,"[0.05315660685300827,-0.07776208966970444,-0.9955537915229797,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21616525948047638,0.07595513761043549,0.004029304254800081,-0.02014652080833912,-0.06043956056237221,-0.028205128386616707,0.0047217984683811665,0.04745647683739662,0.004029304254800081,0.06987728923559189,-0.04570724070072174,0.06043956056237221,0.0013828412629663944,0.029141822829842567,-0.16037724912166595,2.8882534503936768,1.8441555500030518,-1.800696849822998,-0.4624135196208954,1.6214698553085327,0.09536661207675934,-2.088357925415039,0.7237698435783386,0.029796257615089417,-1.9677300453186035,0.7208960056304932,0.0,0.0,0.0]","[-0.15821687877178192,2.893958330154419,1.849997878074646,-1.8038170337677002,-0.4663430452346802,1.621728539466858,0.09731003642082214,-2.0894641876220703,0.7214887738227844,0.024971790611743927,-1.9790312051773071,0.7280519008636475]"
1776933917.333145,468,"[0.05341324955224991,-0.07749933749437332,-0.9955605864524841,-0.024581313133239746,0.3134591281414032,0.14169545471668243,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.004029304254800081,-0.04432234540581703,0.04605310410261154,0.05238095298409462,-0.012210012413561344,0.04273504391312599,-0.036263737827539444,-0.004029304254800081,-0.026474464684724808,-0.02014652080833912,-0.0012099421583116055,-0.029314707964658737,-0.15821687877178192,2.893958330154419,1.849997878074646,-1.8038170337677002,-0.4663430452346802,1.621728539466858,0.09731003642082214,-2.0894641876220703,0.7214887738227844,0.024971790611743927,-1.9790312051773071,0.7280519008636475,0.0,0.0,0.0]","[-0.15957210958003998,2.889683723449707,1.8486510515213013,-1.8000415563583374,-0.4600182771682739,1.6217957735061646,0.0949014276266098,-2.0913026332855225,0.7231625914573669,0.028888791799545288,-1.9720696210861206,0.7273428440093994]"
1776933917.353270,469,"[0.053671494126319885,-0.0774834007024765,-0.9955480098724365,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21616525948047638,0.07595513761043549,-0.012087912298738956,0.0024935686960816383,0.010552922263741493,-0.10879120975732803,-0.004796799272298813,0.013518592342734337,-0.004029304254800081,0.012087912298738956,-0.09420889616012573,0.004029304254800081,-0.029217196628451347,0.010901805013418198,-0.15957210958003998,2.889683723449707,1.8486510515213013,-1.8000415563583374,-0.4600182771682739,1.6217957735061646,0.0949014276266098,-2.0913026332855225,0.7231625914573669,0.028888791799545288,-1.9720696210861206,0.7273428440093994,0.0,0.0,0.0]","[-0.15736910700798035,2.899559259414673,1.8562204837799072,-1.8094851970672607,-0.4704113006591797,1.621056079864502,0.09623599052429199,-2.0918564796447754,0.7318196892738342,0.026236191391944885,-1.9820458889007568,0.7327303886413574]"
1776933917.373586,470,"[0.054053157567977905,-0.07733902335166931,-0.9955386519432068,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.004029304254800081,-0.018749255686998367,0.07655677944421768,0.05238095298409462,0.0,0.006105006206780672,-0.036263737827539444,-0.004029304254800081,0.05377739295363426,0.0684981718659401,-0.007482075598090887,0.025797460228204727,-0.15736910700798035,2.899559259414673,1.8562204837799072,-1.8094851970672607,-0.4704113006591797,1.621056079864502,0.09623599052429199,-2.0918564796447754,0.7318196892738342,0.026236191391944885,-1.9820458889007568,0.7327303886413574,0.0,0.0,0.0]","[-0.1586567759513855,2.8859405517578125,1.8432800769805908,-1.8016711473464966,-0.4637451767921448,1.6219416856765747,0.09119099378585815,-2.0892598628997803,0.7248088717460632,0.031580716371536255,-1.9637597799301147,0.7189809679985046]"
1776933917.395583,471,"[0.05443476140499115,-0.0771944671869278,-0.9955291748046875,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21616525948047638,0.07595513761043549,-0.02014652080833912,-0.036263737827539444,0.04432234540581703,0.09267399460077286,0.0,-0.006105006206780672,-0.01093442551791668,-0.06043956056237221,0.11684981733560562,0.07655677944421768,-0.016816461458802223,0.010711098089814186,-0.1586567759513855,2.8859405517578125,1.8432800769805908,-1.8016711473464966,-0.4637451767921448,1.6219416856765747,0.09119099378585815,-2.0892598628997803,0.7248088717460632,0.031580716371536255,-1.9637597799301147,0.7189809679985046,0.0,0.0,0.0]","[-0.15836824476718903,2.8769450187683105,1.8313781023025513,-1.7887903451919556,-0.45586681365966797,1.6237664222717285,0.09250365197658539,-2.084622383117676,0.7168208956718445,0.022237509489059448,-1.9549775123596191,0.7118000984191895]"
1776933917.415645,472,"[0.05458228290081024,-0.07716711610555649,-0.9955227375030518,-0.02419770136475563,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15479108691215515,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21616525948047638,0.07595513761043549,-0.002783983014523983,-0.028205128386616707,-0.028205128386616707,0.036263737827539444,0.02907203510403633,0.0014526345767080784,0.004029304254800081,-0.02014652080833912,0.02695980854332447,0.05238095298409462,-0.012210012413561344,-0.006105006206780672,-0.15836824476718903,2.8769450187683105,1.8313781023025513,-1.7887903451919556,-0.45586681365966797,1.6237664222717285,0.09250365197658539,-2.084622383117676,0.7168208956718445,0.022237509489059448,-1.9549775123596191,0.7118000984191895,0.0,0.0,0.0]","[-0.1575673222541809,2.88326358795166,1.8360761404037476,-1.7903074026107788,-0.4578056037425995,1.6240713596343994,0.09419584274291992,-2.081296682357788,0.7153144478797913,0.01604573428630829,-1.9630753993988037,0.7160239815711975]"
1776933917.433913,473,"[0.05459527671337128,-0.07728259265422821,-0.9955131411552429,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.04698871448636055,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21616525948047638,0.07595513761043549,0.009721316397190094,-0.038631245493888855,-0.028205128386616707,-0.10879120975732803,0.005212551448494196,-0.0008919481188058853,-0.022513117641210556,-0.036263737827539444,-0.02014652080833912,-0.02014652080833912,-0.006105006206780672,0.02442002482712269,-0.1575673222541809,2.88326358795166,1.8360761404037476,-1.7903074026107788,-0.4578056037425995,1.6240713596343994,0.09419584274291992,-2.081296682357788,0.7153144478797913,0.01604573428630829,-1.9630753993988037,0.7160239815711975,0.0,0.0,0.0]","[-0.1576155126094818,2.8933181762695312,1.8435101509094238,-1.799962043762207,-0.4704367518424988,1.6217585802078247,0.09696826338768005,-2.0864274501800537,0.7246366143226624,0.017335280776023865,-1.9688540697097778,0.7228518128395081]"
1776933917.453946,474,"[0.05474323779344559,-0.07751013338565826,-0.9954874515533447,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15479108691215515,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.012087912298738956,-0.012087912298738956,0.004029304254800081,0.05238095298409462,0.0013195420615375042,-0.01699594035744667,-0.012087912298738956,0.004029304254800081,-0.004029304254800081,-0.05238095298409462,0.023100947961211205,0.007424455136060715,-0.1576155126094818,2.8933181762695312,1.8435101509094238,-1.799962043762207,-0.4704367518424988,1.6217585802078247,0.09696826338768005,-2.0864274501800537,0.7246366143226624,0.017335280776023865,-1.9688540697097778,0.7228518128395081,0.0,0.0,0.0]","[-0.15860038995742798,2.8867766857147217,1.8404209613800049,-1.7941690683364868,-0.4600256085395813,1.6244484186172485,0.09517233073711395,-2.0891904830932617,0.7165317535400391,0.02177520841360092,-1.9686920642852783,0.7202571034431458]"
1776933917.474534,475,"[0.054646141827106476,-0.07786958664655685,-0.9954648017883301,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.004029304254800081,-0.0025015706196427345,-0.07655677944421768,-0.09267399460077286,0.03663003817200661,0.04011062905192375,-0.026678234338760376,-0.06043956056237221,0.012087912298738956,-0.05238095298409462,0.0,0.018315019086003304,-0.15860038995742798,2.8867766857147217,1.8404209613800049,-1.7941690683364868,-0.4600256085395813,1.6244484186172485,0.09517233073711395,-2.0891904830932617,0.7165317535400391,0.02177520841360092,-1.9686920642852783,0.7202571034431458,0.0,0.0,0.0]","[-0.15982764959335327,2.892324924468994,1.8428946733474731,-1.7963048219680786,-0.4702393114566803,1.623847246170044,0.09737454354763031,-2.085003614425659,0.7198427319526672,0.016419537365436554,-1.9678376913070679,0.7242029905319214]"
1776933917.493898,476,"[0.05430195480585098,-0.0781141147017479,-0.995464563369751,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.012087912298738956,-0.04592908173799515,-0.05238095298409462,0.06043956056237221,0.02442002482712269,0.018315019086003304,-0.012087912298738956,-0.012087912298738956,0.012087912298738956,0.05238095298409462,0.006105006206780672,0.02442002482712269,-0.15982764959335327,2.892324924468994,1.8428946733474731,-1.7963048219680786,-0.4702393114566803,1.623847246170044,0.09737454354763031,-2.085003614425659,0.7198427319526672,0.016419537365436554,-1.9678376913070679,0.7242029905319214,0.0,0.0,0.0]","[-0.1587168574333191,2.8866679668426514,1.8410069942474365,-1.7931212186813354,-0.46062958240509033,1.6247345209121704,0.09537695348262787,-2.0865705013275146,0.714229941368103,0.019949443638324738,-1.9669480323791504,0.7208892703056335]"
1776933917.513949,477,"[0.053845733404159546,-0.07835595309734344,-0.995470404624939,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21578164398670197,0.07595513761043549,0.004029304254800081,-0.05238095298409462,0.02014652080833912,-0.10073260217905045,0.012210012413561344,0.006105006206780672,-0.02014652080833912,-0.02014652080833912,-0.05238095298409462,0.028205128386616707,0.047494467347860336,0.02917981706559658,-0.1587168574333191,2.8866679668426514,1.8410069942474365,-1.7931212186813354,-0.46062958240509033,1.6247345209121704,0.09537695348262787,-2.0865705013275146,0.714229941368103,0.019949443638324738,-1.9669480323791504,0.7208892703056335,0.0,0.0,0.0]","[-0.1573730856180191,2.900973320007324,1.8495475053787231,-1.809560775756836,-0.4780462980270386,1.62202787399292,0.09788554906845093,-2.0912563800811768,0.7322239875793457,0.022546783089637756,-1.9708251953125,0.7248714566230774]"
1776933917.536377,478,"[0.053728729486465454,-0.0783563032746315,-0.9954766631126404,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21616525948047638,0.07595513761043549,0.004029304254800081,0.05368262156844139,-0.028205128386616707,-0.036263737827539444,-0.004679774399846792,0.025845620781183243,0.004029304254800081,0.004029304254800081,0.04562319442629814,0.036263737827539444,0.0028504636138677597,0.030525030568242073,-0.1573730856180191,2.900973320007324,1.8495475053787231,-1.809560775756836,-0.4780462980270386,1.62202787399292,0.09788554906845093,-2.0912563800811768,0.7322239875793457,0.022546783089637756,-1.9708251953125,0.7248714566230774,0.0,0.0,0.0]","[-0.15897975862026215,2.890134334564209,1.8422726392745972,-1.8035067319869995,-0.47077977657318115,1.6223526000976562,0.09577029943466187,-2.0886335372924805,0.7225257158279419,0.0245954766869545,-1.9663171768188477,0.7195367217063904]"
1776933917.554332,479,"[0.05337771773338318,-0.07835744321346283,-0.9954954981803894,-0.02419770136475563,0.3130754828453064,0.14169545471668243,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.002381318248808384,-0.03791256994009018,0.07014624774456024,0.07655677944421768,-0.0012516621500253677,0.02927299216389656,-0.005677289795130491,-0.004029304254800081,0.08296740055084229,0.10879120975732803,0.035378750413656235,-0.017063356935977936,-0.15897975862026215,2.890134334564209,1.8422726392745972,-1.8035067319869995,-0.47077977657318115,1.6223526000976562,0.09577029943466187,-2.0886335372924805,0.7225257158279419,0.0245954766869545,-1.9663171768188477,0.7195367217063904,0.0,0.0,0.0]","[-0.15757602453231812,2.8858542442321777,1.8361248970031738,-1.80156672000885,-0.46750470995903015,1.6225907802581787,0.09392857551574707,-2.0869224071502686,0.7245434522628784,0.025759078562259674,-1.9565836191177368,0.7124549746513367]"
1776933917.574964,480,"[0.053382597863674164,-0.07835432142019272,-0.9954954981803894,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21616525948047638,0.07595513761043549,-0.0379168763756752,0.06209355220198631,0.0023760683834552765,0.02014652080833912,-0.006105006206780672,0.061050061136484146,-0.028205128386616707,0.012087912298738956,-0.02014652080833912,-0.004029304254800081,0.007353713270276785,0.035380952060222626,-0.15757602453231812,2.8858542442321777,1.8361248970031738,-1.80156672000885,-0.46750470995903015,1.6225907802581787,0.09392857551574707,-2.0869224071502686,0.7245434522628784,0.025759078562259674,-1.9565836191177368,0.7124549746513367,0.0,0.0,0.0]","[-0.16008272767066956,2.8874027729034424,1.841646432876587,-1.7972983121871948,-0.461036741733551,1.620758056640625,0.09707950055599213,-2.086364984512329,0.7194564938545227,0.026062756776809692,-1.9679062366485596,0.719925582408905]"
1776933917.594378,481,"[0.053398557007312775,-0.0782199501991272,-0.9955052137374878,-0.02419770136475563,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15479108691215515,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.0294124074280262,-0.012087912298738956,-0.07655677944421768,0.02014652080833912,-0.018315019086003304,-0.021475989371538162,-0.02014652080833912,0.02014652080833912,0.05358823388814926,-0.05238095298409462,-0.0014716573059558868,-0.004632988944649696,-0.16008272767066956,2.8874027729034424,1.841646432876587,-1.7972983121871948,-0.461036741733551,1.620758056640625,0.09707950055599213,-2.086364984512329,0.7194564938545227,0.026062756776809692,-1.9679062366485596,0.719925582408905,0.0,0.0,0.0]","[-0.158560648560524,2.886817216873169,1.8388909101486206,-1.7951841354370117,-0.46039387583732605,1.6248761415481567,0.09679524600505829,-2.0866503715515137,0.7137766480445862,0.018358998000621796,-1.968881607055664,0.7196159958839417]"
