time_s,step,observation,action_pre_scale
1776933916.754478,439,"[0.0547371432185173,-0.07780469954013824,-0.9954648017883301,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15479108691215515,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21578164398670197,0.07595513761043549,-0.012087912298738956,-0.02014652080833912,0.028205128386616707,-0.004029304254800081,-0.00142010860145092,-0.016895273700356483,-0.028205128386616707,-0.06043956056237221,-0.021457616239786148,0.012087912298738956,0.004684533923864365,0.010789903812110424,-0.1568414866924286,2.8928329944610596,1.8394126892089844,-1.8075642585754395,-0.4718504548072815,1.6217014789581299,0.09078812599182129,-2.0808866024017334,0.7357324361801147,0.025480017066001892,-1.9562913179397583,0.7110433578491211,0.0,0.0,0.0]","[-0.16067808866500854,2.8872129917144775,1.8393241167068481,-1.7981011867523193,-0.46204566955566406,1.621562123298645,0.09757824242115021,-2.090223789215088,0.7213330268859863,0.02604471892118454,-1.9677164554595947,0.7186286449432373]"
1776933916.776512,440,"[0.054634518921375275,-0.07779418677091599,-0.9954712986946106,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21578164398670197,0.07595513761043549,-0.02014652080833912,-0.04432234540581703,0.04432234540581703,-0.036263737827539444,0.018315019086003304,0.04572228342294693,-0.004029304254800081,0.04432234540581703,-0.16520147025585175,-0.10073260217905045,0.006105006206780672,0.02442002482712269,-0.16067808866500854,2.8872129917144775,1.8393241167068481,-1.7981011867523193,-0.46204566955566406,1.621562123298645,0.09757824242115021,-2.090223789215088,0.7213330268859863,0.02604471892118454,-1.9677164554595947,0.7186286449432373,0.0,0.0,0.0]","[-0.1588183492422104,2.9034252166748047,1.8556208610534668,-1.8083522319793701,-0.4725631773471832,1.6239652633666992,0.09851132333278656,-2.0955045223236084,0.7303124666213989,0.025913558900356293,-1.985109567642212,0.7329557538032532]"
1776933916.795018,441,"[0.054663658142089844,-0.07802179455757141,-0.9954519867897034,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21578164398670197,0.07595513761043549,0.004029304254800081,-0.0301407128572464,-0.012087912298738956,-0.07655677944421768,-0.017206721007823944,0.025528710335493088,0.02208123356103897,-0.08461538702249527,-0.004029304254800081,0.004029304254800081,-0.006105006206780672,0.0,-0.1588183492422104,2.9034252166748047,1.8556208610534668,-1.8083522319793701,-0.4725631773471832,1.6239652633666992,0.09851132333278656,-2.0955045223236084,0.7303124666213989,0.025913558900356293,-1.985109567642212,0.7329557538032532,0.0,0.0,0.0]","[-0.15910807251930237,2.8967056274414062,1.8481965065002441,-1.804893136024475,-0.47466665506362915,1.6253451108932495,0.0968167632818222,-2.093984842300415,0.7277387976646423,0.02047557383775711,-1.971806287765503,0.7282692790031433]"
1776933916.814231,442,"[0.05469294637441635,-0.07824940234422684,-0.9954326152801514,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21558983623981476,0.07576332986354828,-0.004029304254800081,0.013648424297571182,0.06043956056237221,-0.10879120975732803,0.017019199207425117,0.010913819074630737,-0.012087912298738956,-0.012087912298738956,-0.028205128386616707,-0.08461538702249527,0.02312420681118965,-0.017019199207425117,-0.15910807251930237,2.8967056274414062,1.8481965065002441,-1.804893136024475,-0.47466665506362915,1.6253451108932495,0.0968167632818222,-2.093984842300415,0.7277387976646423,0.02047557383775711,-1.971806287765503,0.7282692790031433,0.0,0.0,0.0]","[-0.15780586004257202,2.9007644653320312,1.8489538431167603,-1.8115992546081543,-0.4821280837059021,1.6230193376541138,0.0960964560508728,-2.092341661453247,0.7350212931632996,0.02448044717311859,-1.9710137844085693,0.7252674102783203]"
1776933916.835836,443,"[0.05472464859485626,-0.07835186272859573,-0.995422899723053,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04698871448636055,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21578164398670197,0.07595513761043549,-0.02014652080833912,-0.004029304254800081,-0.05238095298409462,-0.06043956056237221,0.029349040240049362,0.0011762776412069798,-0.02014652080833912,-0.02014652080833912,-0.012087912298738956,0.06043956056237221,-0.011034118011593819,0.029349137097597122,-0.15780586004257202,2.9007644653320312,1.8489538431167603,-1.8115992546081543,-0.4821280837059021,1.6230193376541138,0.0960964560508728,-2.092341661453247,0.7350212931632996,0.02448044717311859,-1.9710137844085693,0.7252674102783203,0.0,0.0,0.0]","[-0.15975363552570343,2.893458366394043,1.846066951751709,-1.8042155504226685,-0.47187069058418274,1.623233437538147,0.09702335298061371,-2.091069221496582,0.7222830653190613,0.025529012084007263,-1.9737186431884766,0.7250156998634338]"
1776933916.853583,444,"[0.05473112314939499,-0.07834052294492722,-0.995422899723053,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21578164398670197,0.07595513761043549,-0.012087912298738956,0.02014652080833912,-0.11684981733560562,0.0684981718659401,-0.009775949642062187,-0.006105006206780672,-0.04603968560695648,0.004029304254800081,-0.08289804309606552,-0.028205128386616707,0.0,-0.018315019086003304,-0.15975363552570343,2.893458366394043,1.846066951751709,-1.8042155504226685,-0.47187069058418274,1.623233437538147,0.09702335298061371,-2.091069221496582,0.7222830653190613,0.025529012084007263,-1.9737186431884766,0.7250156998634338,0.0,0.0,0.0]","[-0.16170735657215118,2.8895492553710938,1.847449779510498,-1.7925065755844116,-0.45218726992607117,1.626386046409607,0.09738953411579132,-2.0874581336975098,0.7071051001548767,0.022672690451145172,-1.9820736646652222,0.7294352650642395]"
1776933916.874798,445,"[0.054750554263591766,-0.07832755893468857,-0.995422899723053,-0.02419770136475563,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21578164398670197,0.07595513761043549,0.029539089649915695,0.02014652080833912,0.012087912298738956,0.012087912298738956,-0.02442002482712269,-0.006105006206780672,0.02014652080833912,-0.06043956056237221,-0.07789073884487152,-0.10073260217905045,0.0,-0.006105006206780672,-0.16170735657215118,2.8895492553710938,1.847449779510498,-1.7925065755844116,-0.45218726992607117,1.626386046409607,0.09738953411579132,-2.0874581336975098,0.7071051001548767,0.022672690451145172,-1.9820736646652222,0.7294352650642395,0.0,0.0,0.0]","[-0.1589963287115097,2.8978817462921143,1.848036527633667,-1.8008091449737549,-0.4640980362892151,1.6287603378295898,0.09560324251651764,-2.089242696762085,0.7228474617004395,0.015901006758213043,-1.9737054109573364,0.7256044745445251]"
1776933916.893349,446,"[0.05477752536535263,-0.07843325287103653,-0.9954131841659546,-0.024581313133239746,0.3134591281414032,0.14169545471668243,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.0761469379067421,0.002280261367559433,0.06043956056237221,0.10248173773288727,-0.004029304254800081,-0.006105006206780672,0.0,0.038012780249118805,-0.036263737827539444,0.036263737827539444,-0.004029304254800081,-0.023218510672450066,0.017113694921135902,-0.1589963287115097,2.8978817462921143,1.848036527633667,-1.8008091449737549,-0.4640980362892151,1.6287603378295898,0.09560324251651764,-2.089242696762085,0.7228474617004395,0.015901006758213043,-1.9737054109573364,0.7256044745445251,0.0,0.0,0.0]","[-0.1570228636264801,2.8931713104248047,1.8405277729034424,-1.8066492080688477,-0.4740283191204071,1.6258158683776855,0.0915733128786087,-2.086965560913086,0.7317067980766296,0.02092580497264862,-1.9587557315826416,0.7133424878120422]"
1776933916.913793,447,"[0.054792121052742004,-0.07842352986335754,-0.9954131841659546,-0.024581313133239746,0.3134591281414032,0.14169545471668243,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.0761469379067421,-0.028205128386616707,-0.004029304254800081,0.0684981718659401,-0.05238095298409462,-0.013605218380689621,0.004709435626864433,-0.03762464225292206,-0.06043956056237221,0.02014652080833912,0.05238095298409462,-0.012210012413561344,0.006105006206780672,-0.1570228636264801,2.8931713104248047,1.8405277729034424,-1.8066492080688477,-0.4740283191204071,1.6258158683776855,0.0915733128786087,-2.086965560913086,0.7317067980766296,0.02092580497264862,-1.9587557315826416,0.7133424878120422,0.0,0.0,0.0]","[-0.1588013470172882,2.8911590576171875,1.8395054340362549,-1.80522620677948,-0.47345659136772156,1.621401309967041,0.09554648399353027,-2.087977409362793,0.7300480604171753,0.026003316044807434,-1.961856484413147,0.7161030769348145]"
1776933916.934618,448,"[0.054799698293209076,-0.07854218780994415,-0.9954034090042114,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21616525948047638,0.07595513761043549,-0.012087912298738956,-0.036263737827539444,-0.06168271601200104,-0.14908425509929657,0.012210012413561344,0.018315019086003304,0.029448192566633224,-0.02014652080833912,0.08461538702249527,-0.02014652080833912,0.001453764270991087,-0.004650699906051159,-0.1588013470172882,2.8911590576171875,1.8395054340362549,-1.80522620677948,-0.47345659136772156,1.621401309967041,0.09554648399353027,-2.087977409362793,0.7300480604171753,0.026003316044807434,-1.961856484413147,0.7161030769348145,0.0,0.0,0.0]","[-0.15649041533470154,2.89463210105896,1.8356285095214844,-1.8052423000335693,-0.4864676594734192,1.624024748802185,0.09919564425945282,-2.089169502258301,0.7267568111419678,0.013211756944656372,-1.9650250673294067,0.719007670879364]"
1776933916.953712,449,"[0.05481644719839096,-0.07840732485055923,-0.9954131841659546,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21578164398670197,0.07595513761043549,-0.036263737827539444,-0.02014652080833912,-0.09267399460077286,-0.06043956056237221,0.012210012413561344,0.006105006206780672,-0.04630132019519806,-0.06043956056237221,-0.028205128386616707,-0.004029304254800081,0.028352700173854828,0.0,-0.15649041533470154,2.89463210105896,1.8356285095214844,-1.8052423000335693,-0.4864676594734192,1.624024748802185,0.09919564425945282,-2.089169502258301,0.7267568111419678,0.013211756944656372,-1.9650250673294067,0.719007670879364,0.0,0.0,0.0]","[-0.16037309169769287,2.891366481781006,1.8420239686965942,-1.7967151403427124,-0.46821942925453186,1.6229758262634277,0.09998126327991486,-2.0900139808654785,0.716285228729248,0.019978441298007965,-1.9721033573150635,0.7256329655647278]"
1776933916.974094,450,"[0.05482275038957596,-0.07803190499544144,-0.995442271232605,-0.02419770136475563,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.0761469379067421,0.037390612065792084,-0.021274197846651077,-0.04432234540581703,-0.012087912298738956,0.0015122201293706894,-0.016802441328763962,-0.028205128386616707,-0.028205128386616707,0.029332004487514496,-0.06043956056237221,0.032037608325481415,0.04732765257358551,-0.16037309169769287,2.891366481781006,1.8420239686965942,-1.7967151403427124,-0.46821942925453186,1.6229758262634277,0.09998126327991486,-2.0900139808654785,0.716285228729248,0.019978441298007965,-1.9721033573150635,0.7256329655647278,0.0,0.0,0.0]","[-0.1594044268131256,2.8922080993652344,1.8404879570007324,-1.7978196144104004,-0.4695793688297272,1.6263211965560913,0.0964108407497406,-2.0882670879364014,0.7187659740447998,0.018243417143821716,-1.9648772478103638,0.7189971804618835]"
1776933916.994146,451,"[0.05483653396368027,-0.07777514308691025,-0.995461642742157,-0.02419770136475563,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15479108691215515,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21578164398670197,0.07595513761043549,0.028205128386616707,0.04594816267490387,0.004029304254800081,0.07655677944421768,0.0048418352380394936,-0.035367242991924286,-0.036263737827539444,0.02014652080833912,0.04269737750291824,0.06043956056237221,0.010946465656161308,-0.004841647110879421,-0.1594044268131256,2.8922080993652344,1.8404879570007324,-1.7978196144104004,-0.4695793688297272,1.6263211965560913,0.0964108407497406,-2.0882670879364014,0.7187659740447998,0.018243417143821716,-1.9648772478103638,0.7189971804618835,0.0,0.0,0.0]","[-0.15902407467365265,2.8848838806152344,1.837418794631958,-1.7969014644622803,-0.45894601941108704,1.6247963905334473,0.09157392382621765,-2.0804951190948486,0.7163881063461304,0.024558663368225098,-1.9608279466629028,0.7108068466186523]"
1776933917.013775,452,"[0.054849348962306976,-0.07727134227752686,-0.9955001473426819,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.0761469379067421,-0.01376597210764885,-0.004029304254800081,-0.09267399460077286,0.04432234540581703,-0.010973387397825718,0.00486875930801034,-0.02652706950902939,-0.012087912298738956,-0.036263737827539444,-0.036263737827539444,-0.010973009280860424,0.029288217425346375,-0.15902407467365265,2.8848838806152344,1.837418794631958,-1.7969014644622803,-0.45894601941108704,1.6247963905334473,0.09157392382621765,-2.0804951190948486,0.7163881063461304,0.024558663368225098,-1.9608279466629028,0.7108068466186523,0.0,0.0,0.0]","[-0.16118085384368896,2.883049726486206,1.8395586013793945,-1.7856351137161255,-0.44983139634132385,1.6240242719650269,0.09779977798461914,-2.0851385593414307,0.706933856010437,0.019342631101608276,-1.972988486289978,0.7226464748382568]"
1776933917.036476,453,"[0.05486854165792465,-0.07725837826728821,-0.9955001473426819,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.004029304254800081,-0.012087912298738956,0.012087912298738956,-0.08461538702249527,0.0,0.006105006206780672,-0.013634609058499336,0.02014652080833912,-0.004029304254800081,0.028205128386616707,-0.006105006206780672,-0.009605210274457932,-0.16118085384368896,2.883049726486206,1.8395586013793945,-1.7856351137161255,-0.44983139634132385,1.6240242719650269,0.09779977798461914,-2.0851385593414307,0.706933856010437,0.019342631101608276,-1.972988486289978,0.7226464748382568,0.0,0.0,0.0]","[-0.1552061140537262,2.8951375484466553,1.8440641164779663,-1.8043208122253418,-0.47328799962997437,1.6233993768692017,0.0922003835439682,-2.0811386108398438,0.7285400629043579,0.0178297758102417,-1.9679511785507202,0.7197871804237366]"
1776933917.061021,454,"[0.05475815385580063,-0.07712963968515396,-0.9955161809921265,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.0761469379067421,-0.004029304254800081,-0.012087912298738956,-0.0684981718659401,0.004029304254800081,0.016904259100556374,0.03521891310811043,-0.012087912298738956,-0.012087912298738956,-0.026875335723161697,-0.028205128386616707,0.006105006206780672,0.009388310834765434,-0.1552061140537262,2.8951375484466553,1.8440641164779663,-1.8043208122253418,-0.47328799962997437,1.6233993768692017,0.0922003835439682,-2.0811386108398438,0.7285400629043579,0.0178297758102417,-1.9679511785507202,0.7197871804237366,0.0,0.0,0.0]","[-0.16060711443424225,2.885404586791992,1.8419710397720337,-1.7917139530181885,-0.4591619372367859,1.6214118003845215,0.09762178361415863,-2.088343858718872,0.7122400403022766,0.021633833646774292,-1.9724467992782593,0.7256534099578857]"
1776933917.076724,455,"[0.054901085793972015,-0.07698865234851837,-0.9955192804336548,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21578164398670197,0.07595513761043549,-0.012087912298738956,-0.012087912298738956,-0.06043956056237221,0.004029304254800081,0.0012170434929430485,0.019532442092895508,-0.02014652080833912,-0.004029304254800081,0.06043956056237221,-0.14908425509929657,-0.007322429679334164,0.013427246361970901,-0.16060711443424225,2.885404586791992,1.8419710397720337,-1.7917139530181885,-0.4591619372367859,1.6214118003845215,0.09762178361415863,-2.088343858718872,0.7122400403022766,0.021633833646774292,-1.9724467992782593,0.7256534099578857,0.0,0.0,0.0]","[-0.1581205129623413,2.8838181495666504,1.8367810249328613,-1.7863826751708984,-0.4606146216392517,1.6252248287200928,0.09514319896697998,-2.0846636295318604,0.7123966217041016,0.014013588428497314,-1.9660215377807617,0.7217175364494324]"
1776933917.094144,456,"[0.054910652339458466,-0.07698217034339905,-0.9955192804336548,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.02014652080833912,-0.03753111883997917,-0.0684981718659401,0.028205128386616707,0.006105006206780672,0.012210012413561344,-0.012087912298738956,0.036263737827539444,0.11684981733560562,0.004029304254800081,-0.02297728881239891,-0.029082657769322395,-0.1581205129623413,2.8838181495666504,1.8367810249328613,-1.7863826751708984,-0.4606146216392517,1.6252248287200928,0.09514319896697998,-2.0846636295318604,0.7123966217041016,0.014013588428497314,-1.9660215377807617,0.7217175364494324,0.0,0.0,0.0]","[-0.15480256080627441,2.8795318603515625,1.8318145275115967,-1.7869226932525635,-0.46124520897865295,1.6236339807510376,0.09203936159610748,-2.077777624130249,0.7113938927650452,0.011869989335536957,-1.9603393077850342,0.716076135635376]"
1776933917.116477,457,"[0.05493571609258652,-0.07721300423145294,-0.9955001473426819,-0.02419770136475563,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15479108691215515,0.0004063060914631933,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.01268860325217247,-0.0684981718659401,-0.004029304254800081,-0.02014652080833912,-0.020090334117412567,-0.022645046934485435,0.020747210830450058,-0.036263737827539444,0.027604438364505768,-0.0684981718659401,0.006105006206780672,-0.02442002482712269,-0.15480256080627441,2.8795318603515625,1.8318145275115967,-1.7869226932525635,-0.46124520897865295,1.6236339807510376,0.09203936159610748,-2.077777624130249,0.7113938927650452,0.011869989335536957,-1.9603393077850342,0.716076135635376,0.0,0.0,0.0]","[-0.15532442927360535,2.8878018856048584,1.834233045578003,-1.793778419494629,-0.46765777468681335,1.6235334873199463,0.09690412878990173,-2.0865275859832764,0.7199061512947083,0.009165681898593903,-1.9621312618255615,0.7178970575332642]"
1776933917.133436,458,"[0.05508279800415039,-0.07744084298610687,-0.9954744577407837,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15479108691215515,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.02339966967701912,0.012087912298738956,-0.028205128386616707,0.11684981733560562,0.0,-0.006105006206780672,-0.031458280980587006,0.02014652080833912,0.036263737827539444,-0.004029304254800081,-0.006105006206780672,0.012210012413561344,-0.15532442927360535,2.8878018856048584,1.834233045578003,-1.793778419494629,-0.46765777468681335,1.6235334873199463,0.09690412878990173,-2.0865275859832764,0.7199061512947083,0.009165681898593903,-1.9621312618255615,0.7178970575332642,0.0,0.0,0.0]","[-0.1582123190164566,2.8799118995666504,1.834314227104187,-1.7871501445770264,-0.4535088539123535,1.6246696710586548,0.09249058365821838,-2.0811452865600586,0.7089056372642517,0.01898476481437683,-1.9619325399398804,0.7142356634140015]"
1776933917.153579,459,"[0.05498114973306656,-0.07779497653245926,-0.9954519867897034,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,2.2694286599289626e-05,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.036263737827539444,-0.012087912298738956,-0.04432234540581703,-0.05238095298409462,-0.016973862424492836,0.023079238831996918,0.02014652080833912,-0.012087912298738956,0.045791346579790115,-0.012087912298738956,-0.006105006206780672,0.012210012413561344,-0.1582123190164566,2.8799118995666504,1.834314227104187,-1.7871501445770264,-0.4535088539123535,1.6246696710586548,0.09249058365821838,-2.0811452865600586,0.7089056372642517,0.01898476481437683,-1.9619325399398804,0.7142356634140015,0.0,0.0,0.0]","[-0.15549002587795258,2.8880116939544678,1.8338944911956787,-1.7935315370559692,-0.4696720540523529,1.624194860458374,0.09596210718154907,-2.0819711685180664,0.7189145088195801,0.009517043828964233,-1.9630043506622314,0.7169049978256226]"
1776933917.174371,460,"[0.05487196147441864,-0.07791341841220856,-0.9954487681388855,-0.024581313133239746,0.3130754828453064,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.036263737827539444,-0.004029304254800081,0.004029304254800081,-0.004029304254800081,0.029295604676008224,0.023190220817923546,-0.012087912298738956,-0.02014652080833912,-0.11048366874456406,0.07655677944421768,0.006105006206780672,0.012210012413561344,-0.15549002587795258,2.8880116939544678,1.8338944911956787,-1.7935315370559692,-0.4696720540523529,1.624194860458374,0.09596210718154907,-2.0819711685180664,0.7189145088195801,0.009517043828964233,-1.9630043506622314,0.7169049978256226,0.0,0.0,0.0]","[-0.1581794172525406,2.8935232162475586,1.846579670906067,-1.8007287979125977,-0.4648449420928955,1.622037410736084,0.09562081098556519,-2.0861403942108154,0.7221134901046753,0.02207469940185547,-1.9728798866271973,0.7239259481430054]"
1776933917.200672,461,"[0.05441474914550781,-0.07815331220626831,-0.9954551458358765,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.028205128386616707,0.011998267844319344,-0.036263737827539444,-0.0684981718659401,-0.012210012413561344,-0.006105006206780672,-0.02014652080833912,-0.004029304254800081,0.02014652080833912,0.11684981733560562,-0.012210012413561344,0.006105006206780672,-0.1581794172525406,2.8935232162475586,1.846579670906067,-1.8007287979125977,-0.4648449420928955,1.622037410736084,0.09562081098556519,-2.0861403942108154,0.7221134901046753,0.02207469940185547,-1.9728798866271973,0.7239259481430054,0.0,0.0,0.0]","[-0.15683574974536896,2.891146421432495,1.8424299955368042,-1.803635597229004,-0.4699137210845947,1.6222412586212158,0.09408904612064362,-2.083991289138794,0.7232315540313721,0.02191789448261261,-1.9693745374679565,0.7201275825500488]"
1776933917.213930,462,"[0.0540667399764061,-0.07827486842870712,-0.995464563369751,-0.02419770136475563,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.015765491873025894,0.012087912298738956,0.06043956056237221,0.02014652080833912,-0.012210012413561344,0.018315019086003304,-0.012087912298738956,-0.028205128386616707,-0.004029304254800081,0.08461538702249527,0.006105006206780672,0.0,-0.15683574974536896,2.891146421432495,1.8424299955368042,-1.803635597229004,-0.4699137210845947,1.6222412586212158,0.09408904612064362,-2.083991289138794,0.7232315540313721,0.02191789448261261,-1.9693745374679565,0.7201275825500488,0.0,0.0,0.0]","[-0.15856947004795074,2.8909711837768555,1.8410098552703857,-1.8055635690689087,-0.46855056285858154,1.622052550315857,0.09432832896709442,-2.086704730987549,0.7264040112495422,0.025455743074417114,-1.9632798433303833,0.7162048816680908]"
1776933917.233773,463,"[0.053842417895793915,-0.0782683864235878,-0.9954772591590881,-0.02419770136475563,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15517470240592957,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.012087912298738956,0.036263737827539444,-0.012087912298738956,-0.09267399460077286,0.006105006206780672,0.012210012413561344,-0.004029304254800081,-0.004029304254800081,0.028205128386616707,-0.06043956056237221,0.030525030568242073,0.012210012413561344,-0.15856947004795074,2.8909711837768555,1.8410098552703857,-1.8055635690689087,-0.46855056285858154,1.622052550315857,0.09432832896709442,-2.086704730987549,0.7264040112495422,0.025455743074417114,-1.9632798433303833,0.7162048816680908,0.0,0.0,0.0]","[-0.1587846726179123,2.8920669555664062,1.839922308921814,-1.8032138347625732,-0.47381290793418884,1.6217466592788696,0.09843085706233978,-2.0895392894744873,0.7249309420585632,0.02186514437198639,-1.9674936532974243,0.7195745706558228]"
1776933917.259212,464,"[0.05349935591220856,-0.0783870667219162,-0.9954864382743835,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.047372326254844666,0.15498290956020355,0.0004063060914631933,6.052578926086426,0.027086291462183,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,-0.013614237308502197,-0.004029304254800081,-0.02014652080833912,-0.14102564752101898,-0.023107532411813736,-0.004792140796780586,-0.018620194867253304,-0.028205128386616707,0.013614237308502197,-0.11684981733560562,0.0,0.030525030568242073,-0.1587846726179123,2.8920669555664062,1.839922308921814,-1.8032138347625732,-0.47381290793418884,1.6217466592788696,0.09843085706233978,-2.0895392894744873,0.7249309420585632,0.02186514437198639,-1.9674936532974243,0.7195745706558228,0.0,0.0,0.0]","[-0.15814051032066345,2.8957879543304443,1.8437204360961914,-1.804886817932129,-0.4770316481590271,1.6218397617340088,0.10022740066051483,-2.094449281692505,0.7285116910934448,0.02016131579875946,-1.970935344696045,0.7250708341598511]"
1776933917.273663,465,"[0.05338890850543976,-0.07825891673564911,-0.9955024719238281,-0.024581313133239746,0.3134591281414032,0.14131183922290802,-0.12626953423023224,-0.04718051850795746,0.15479108691215515,2.2694286599289626e-05,6.052578926086426,0.026702679693698883,0.0030151077080518007,-0.21597343683242798,0.07576332986354828,0.012087912298738956,-0.028205128386616707,0.0684981718659401,0.07655677944421768,0.023095855489373207,-0.004781207535415888,-0.0377667099237442,-0.004029304254800081,-0.04582531750202179,0.10879120975732803,0.006105006206780672,0.0,-0.15814051032066345,2.8957879543304443,1.8437204360961914,-1.804886817932129,-0.4770316481590271,1.6218397617340088,0.10022740066051483,-2.094449281692505,0.7285116910934448,0.02016131579875946,-1.970935344696045,0.7250708341598511,0.0,0.0,0.0]","[-0.15951846539974213,2.8929641246795654,1.8500375747680664,-1.80705988407135,-0.4629966616630554,1.6230562925338745,0.09360121190547943,-2.0912160873413086,0.7269617915153503,0.033106982707977295,-1.9698305130004883,0.7217889428138733]"
