time_s,step,observation,action_pre_scale
1776846459.349339,1668,"[-0.05165283381938934,-0.0037618838250637054,-0.9986580014228821,0.00626428984105587,0.15350490808486938,-0.010830571874976158,-0.2051582932472229,-0.5565638542175293,0.06137429550290108,0.060084268450737,-0.06974323093891144,0.052282873541116714,-0.06918551027774811,-0.050557609647512436,0.022027401253581047,0.5087018609046936,0.056031644344329834,-0.12061615288257599,-3.3252649307250977,2.122317314147949,-0.701358437538147,-0.26179444789886475,0.09729762375354767,0.23650647699832916,-2.826045513153076,-1.3564655780792236,3.4587955474853516,0.04444032162427902,0.05187665671110153,0.1525706648826599,-0.8315538763999939,-48.27241897583008,-0.05086314305663109,0.01010030135512352,-0.1454714834690094,0.13983657956123352,0.33371254801750183,0.054367028176784515,-0.03679783269762993,0.0,0.0,0.0]","[0.055547893047332764,0.18978911638259888,0.01849864423274994,-0.4903072416782379,-46.74433898925781,0.023085135966539383,-0.0573522113263607,-0.2207868993282318,0.43706363439559937,0.0029824599623680115,0.13195128738880157,-0.025085538625717163]"
1776846459.369515,1669,"[-0.07321452349424362,-0.008863946422934532,-0.9972768425941467,0.010476116091012955,0.1525094211101532,-0.007130075711756945,-0.25399190187454224,-0.5274592041969299,0.04901457950472832,0.0472552627325058,-0.06697423756122589,0.0581735298037529,-0.1371198147535324,-0.015766819939017296,0.07676342874765396,0.16031694412231445,-0.09102382510900497,0.18557046353816986,-2.368739604949951,1.3198639154434204,-0.6236361265182495,-0.687930703163147,0.12990111112594604,0.29676443338394165,-3.345708131790161,2.1869301795959473,2.3995041847229004,0.055547893047332764,0.18978911638259888,0.01849864423274994,-0.4903072416782379,-46.74433898925781,0.023085135966539383,-0.0573522113263607,-0.2207868993282318,0.43706363439559937,0.0029824599623680115,0.13195128738880157,-0.025085538625717163,0.0,0.0,0.0]","[0.1313716024160385,0.26539504528045654,-0.15108570456504822,-0.4120524823665619,-45.39437484741211,0.015232214704155922,-0.08635297417640686,-0.12708792090415955,0.48576948046684265,-0.024259239435195923,0.0019872188568115234,-0.07287357747554779]"
1776846459.389017,1670,"[-0.0870930552482605,-0.012258672155439854,-0.9961247444152832,0.013061732053756714,0.14934270083904266,-0.005765260197222233,-0.2899453938007355,-0.5082753896713257,0.036644186824560165,0.03186454251408577,-0.06281406432390213,0.06681497395038605,-0.19550970196723938,0.036064594984054565,0.09161517024040222,0.14579790830612183,-0.14848573505878448,0.04347802326083183,-1.5226542949676514,0.87501060962677,-0.5847351551055908,-0.7548990249633789,0.23475831747055054,0.47870177030563354,-2.820276975631714,2.46462345123291,0.37795957922935486,0.1313716024160385,0.26539504528045654,-0.15108570456504822,-0.4120524823665619,-45.39437484741211,0.015232214704155922,-0.08635297417640686,-0.12708792090415955,0.48576948046684265,-0.024259239435195923,0.0019872188568115234,-0.07287357747554779,0.0,0.0,0.0]","[0.10947021842002869,0.20809456706047058,-0.1397884488105774,-0.4261131286621094,-44.4390869140625,0.03820760175585747,-0.07302579283714294,-0.07276055216789246,0.47590067982673645,-0.05465441197156906,-0.10977469384670258,-0.08280973136425018]"
1776846459.408917,1671,"[-0.09448826313018799,-0.015042155981063843,-0.9954123497009277,0.01535673625767231,0.14377407729625702,-0.006144111976027489,-0.3212001919746399,-0.49500223994255066,0.02599627524614334,0.018596909940242767,-0.057345226407051086,0.07596474140882492,-0.23965147137641907,0.05818286910653114,0.07240353524684906,0.10696247220039368,-0.2959368824958801,-0.016335295513272285,-1.4918625354766846,0.610224723815918,-0.49963173270225525,-0.6535060405731201,0.2754341959953308,0.44952669739723206,-2.0814762115478516,0.8781522512435913,-1.1346933841705322,0.10947021842002869,0.20809456706047058,-0.1397884488105774,-0.4261131286621094,-44.4390869140625,0.03820760175585747,-0.07302579283714294,-0.07276055216789246,0.47590067982673645,-0.05465441197156906,-0.10977469384670258,-0.08280973136425018,0.0,0.0,0.0]","[0.09105151891708374,0.16554243862628937,-0.14064931869506836,-0.40553218126296997,-43.74397659301758,0.08453419804573059,-0.0359247624874115,-0.06288978457450867,0.5001254081726074,-0.1255888193845749,-0.06297512352466583,-0.049576569348573685]"
1776846459.429049,1672,"[-0.09769844263792038,-0.01721726544201374,-0.9950671195983887,0.016720591112971306,0.13674302399158478,-0.007109312806278467,-0.34492382407188416,-0.4856954514980316,0.021899288520216942,0.006416555494070053,-0.05390043556690216,0.08373699337244034,-0.2719006836414337,0.07603437453508377,0.051918286830186844,0.06016790494322777,-0.35539549589157104,-0.05733335763216019,-1.125286340713501,0.4286280870437622,-0.1451786607503891,-0.5955994725227356,0.1373167634010315,0.37187278270721436,-1.5106935501098633,0.9540740251541138,-0.8865500688552856,0.09105151891708374,0.16554243862628937,-0.14064931869506836,-0.40553218126296997,-43.74397659301758,0.08453419804573059,-0.0359247624874115,-0.06288978457450867,0.5001254081726074,-0.1255888193845749,-0.06297512352466583,-0.049576569348573685,0.0,0.0,0.0]","[0.07201708853244781,0.1392824500799179,-0.1270313858985901,-0.38921916484832764,-43.19303512573242,0.10840107500553131,0.0007784981280565262,-0.04361667484045029,0.48972901701927185,-0.22814443707466125,-0.04294733703136444,-0.026453230530023575]"
1776846459.449293,1673,"[-0.09742861986160278,-0.01953212358057499,-0.995050847530365,0.017495648935437202,0.12983037531375885,-0.008814129047095776,-0.3625352382659912,-0.47897419333457947,0.022298797965049744,-0.0033257741015404463,-0.053033675998449326,0.08976517617702484,-0.29543113708496094,0.09714142978191376,0.04532318562269211,0.0348062589764595,-0.34213581681251526,-0.08662039041519165,-0.9143089056015015,0.3127075135707855,0.03503376618027687,-0.4675636887550354,0.027156494557857513,0.27615708112716675,-1.0960314273834229,1.0319366455078125,-0.2426990270614624,0.07201708853244781,0.1392824500799179,-0.1270313858985901,-0.38921916484832764,-43.19303512573242,0.10840107500553131,0.0007784981280565262,-0.04361667484045029,0.48972901701927185,-0.22814443707466125,-0.04294733703136444,-0.026453230530023575,0.0,0.0,0.0]","[0.061410434544086456,0.12173858284950256,-0.1254851520061493,-0.3630279004573822,-42.708702087402344,0.12172698974609375,0.02138702943921089,-0.02380272187292576,0.4653390049934387,-0.32884833216667175,-0.030018731951713562,-0.007951132953166962]"
1776846459.469579,1674,"[-0.09608681499958038,-0.021304821595549583,-0.9951449036598206,0.017851775512099266,0.12496063858270645,-0.009648040868341923,-0.3747566342353821,-0.4749297499656677,0.023798273876309395,-0.009182693436741829,-0.0530320405960083,0.09306032955646515,-0.308862566947937,0.11117880791425705,0.04456707090139389,0.01970118097960949,-0.27772998809814453,-0.04088651016354561,-0.6793358325958252,0.22433234751224518,0.09088253974914551,-0.3275272846221924,-0.0015173240099102259,0.18369078636169434,-0.7511239051818848,0.7947677969932556,-0.024203313514590263,0.061410434544086456,0.12173858284950256,-0.1254851520061493,-0.3630279004573822,-42.708702087402344,0.12172698974609375,0.02138702943921089,-0.02380272187292576,0.4653390049934387,-0.32884833216667175,-0.030018731951713562,-0.007951132953166962,0.0,0.0,0.0]","[0.04729600250720978,0.10458345711231232,-0.1317305564880371,-0.34751686453819275,-42.270774841308594,0.13339979946613312,0.032328251749277115,-0.007736615836620331,0.43155938386917114,-0.3925144374370575,0.0005656182765960693,0.014503207057714462]"
1776846459.488914,1675,"[-0.09210270643234253,-0.024613764137029648,-0.9954452514648438,0.018270879983901978,0.11795524507761002,-0.009985215961933136,-0.39035287499427795,-0.46966037154197693,0.027512989938259125,-0.01626688800752163,-0.05342969298362732,0.09716618061065674,-0.32634228467941284,0.13119786977767944,0.04805427044630051,0.017530959099531174,-0.3037266433238983,-0.01074607390910387,-0.6727452278137207,0.22520886361598969,0.18271075189113617,-0.2894856035709381,-0.023271163925528526,0.17606201767921448,-0.7504454255104065,0.8777711391448975,0.2181682139635086,0.04729600250720978,0.10458345711231232,-0.1317305564880371,-0.34751686453819275,-42.270774841308594,0.13339979946613312,0.032328251749277115,-0.007736615836620331,0.43155938386917114,-0.3925144374370575,0.0005656182765960693,0.014503207057714462,0.0,0.0,0.0]","[0.043086450546979904,0.10020187497138977,-0.14615625143051147,-0.33489006757736206,-41.850189208984375,0.14138753712177277,0.03449845686554909,0.004478268325328827,0.39406120777130127,-0.4436544179916382,0.021536996588110924,0.03234529495239258]"
1776846459.509080,1676,"[-0.0877138078212738,-0.02783193066716194,-0.9957568049430847,0.018475888296961784,0.11316058784723282,-0.010056857019662857,-0.39931416511535645,-0.4660995304584503,0.031523026525974274,-0.018744423985481262,-0.0538896769285202,0.0996171236038208,-0.337443470954895,0.14060649275779724,0.05274401232600212,0.010722719132900238,-0.23521077632904053,-0.0023099645040929317,-0.5038492679595947,0.1696866750717163,0.19320586323738098,-0.12840302288532257,-0.020182717591524124,0.10460619628429413,-0.5300651788711548,0.5223227739334106,0.19283585250377655,0.043086450546979904,0.10020187497138977,-0.14615625143051147,-0.33489006757736206,-41.850189208984375,0.14138753712177277,0.03449845686554909,0.004478268325328827,0.39406120777130127,-0.4436544179916382,0.021536996588110924,0.03234529495239258,0.0,0.0,0.0]","[0.026224078610539436,0.09065357595682144,-0.14541515707969666,-0.33504074811935425,-41.44559097290039,0.14378350973129272,0.0345899760723114,0.0034940205514431,0.3503941595554352,-0.4818623960018158,0.0629214197397232,0.05360610783100128]"
1776846459.528955,1677,"[-0.08203674852848053,-0.03095143660902977,-0.9961485862731934,0.01860145479440689,0.10919143259525299,-0.009997646324336529,-0.40825560688972473,-0.4628513753414154,0.03575535863637924,-0.020997898653149605,-0.0540805421769619,0.10107546299695969,-0.34661877155303955,0.15598659217357635,0.05626384913921356,0.005304597318172455,-0.18970388174057007,0.003740878775715828,-0.4214283227920532,0.15506857633590698,0.2151840627193451,-0.10303845256567001,-0.00831452663987875,0.07029062509536743,-0.44501060247421265,0.7978342771530151,0.17504750192165375,0.026224078610539436,0.09065357595682144,-0.14541515707969666,-0.33504074811935425,-41.44559097290039,0.14378350973129272,0.0345899760723114,0.0034940205514431,0.3503941595554352,-0.4818623960018158,0.0629214197397232,0.05360610783100128,0.0,0.0,0.0]","[0.008405381813645363,0.08257360756397247,-0.12613001465797424,-0.3573225736618042,-41.05692672729492,0.1442437320947647,0.03425499051809311,0.005448780953884125,0.3054136633872986,-0.4889802038669586,0.07417115569114685,0.06957452744245529]"
1776846459.548935,1678,"[-0.07500854134559631,-0.03432850167155266,-0.9965918064117432,0.01855918951332569,0.10599497705698013,-0.009259930811822414,-0.4146806001663208,-0.4598745107650757,0.039995644241571426,-0.02210676111280918,-0.05416776239871979,0.10160702466964722,-0.3542051911354065,0.17225492000579834,0.05910801887512207,-0.0034494991414248943,-0.15671706199645996,0.04513278976082802,-0.3031066656112671,0.1418515145778656,0.20741009712219238,-0.04585505276918411,-0.0035180903505533934,0.019406907260417938,-0.3683433532714844,0.7971533536911011,0.11068227887153625,0.008405381813645363,0.08257360756397247,-0.12613001465797424,-0.3573225736618042,-41.05692672729492,0.1442437320947647,0.03425499051809311,0.005448780953884125,0.3054136633872986,-0.4889802038669586,0.07417115569114685,0.06957452744245529,0.0,0.0,0.0]","[-0.009229635819792747,0.0755084753036499,-0.0951024517416954,-0.3871292173862457,-40.67225646972656,0.1391638219356537,0.03293363004922867,-0.0007352903485298157,0.2607656717300415,-0.48577383160591125,0.07706423848867416,0.0839589536190033]"
1776846459.568793,1679,"[-0.06731767952442169,-0.03808110952377319,-0.9970045685768127,0.01824602298438549,0.10225602239370346,-0.007231356576085091,-0.4163903594017029,-0.45713579654693604,0.04327656701207161,-0.02256413921713829,-0.05343250557780266,0.10258711129426956,-0.36123570799827576,0.18132202327251434,0.058933477848768234,-0.018786143511533737,-0.20360398292541504,0.11422011256217957,-0.11661417782306671,0.133021280169487,0.13827036321163177,-0.019017089158296585,0.04990618675947189,0.055375393480062485,-0.3437497019767761,0.34205079078674316,0.016561903059482574,-0.009229635819792747,0.0755084753036499,-0.0951024517416954,-0.3871292173862457,-40.67225646972656,0.1391638219356537,0.03293363004922867,-0.0007352903485298157,0.2607656717300415,-0.48577383160591125,0.07706423848867416,0.0839589536190033,0.0,0.0,0.0]","[-0.021487560123205185,0.07066714763641357,-0.06100703030824661,-0.40027323365211487,-40.274925231933594,0.1307879239320755,0.03136066347360611,-0.022130697965621948,0.21777787804603577,-0.4973781108856201,0.09722410887479782,0.10595458745956421]"
1776846459.588906,1680,"[-0.060169119387865067,-0.042098142206668854,-0.9973000884056091,0.017182810232043266,0.09670549631118774,-0.0028744214214384556,-0.4174911677837372,-0.4544143080711365,0.04406844824552536,-0.022708894684910774,-0.05146830528974533,0.10356999188661575,-0.3663596212863922,0.1830844283103943,0.062171194702386856,-0.05978347361087799,-0.29017263650894165,0.23810052871704102,-0.012933343648910522,0.12921957671642303,0.02911348268389702,-0.005823039449751377,0.11162002384662628,0.049393218010663986,-0.2322302758693695,0.06260345876216888,0.17739248275756836,-0.021487560123205185,0.07066714763641357,-0.06100703030824661,-0.40027323365211487,-40.274925231933594,0.1307879239320755,0.03136066347360611,-0.022130697965621948,0.21777787804603577,-0.4973781108856201,0.09722410887479782,0.10595458745956421,0.0,0.0,0.0]","[-0.02044687047600746,0.07801323384046555,-0.04122650623321533,-0.3870849907398224,-39.879066467285156,0.12369726598262787,0.034954819828271866,-0.04756954312324524,0.1801980435848236,-0.531921923160553,0.11519511789083481,0.12754780054092407]"
1776846459.608844,1681,"[-0.05325154960155487,-0.04679655656218529,-0.997484028339386,0.01529968436807394,0.08986455947160721,0.0034761580172926188,-0.415090411901474,-0.451750785112381,0.04424446076154709,-0.022747568786144257,-0.04888962581753731,0.10400696098804474,-0.3691640794277191,0.18317431211471558,0.06719224154949188,-0.10207705199718475,-0.3526827096939087,0.32917284965515137,0.1402575969696045,0.12805946171283722,0.007182246074080467,-0.0015136953443288803,0.13020426034927368,0.01667296327650547,-0.11982342600822449,-0.0014959059190005064,0.25652551651000977,-0.02044687047600746,0.07801323384046555,-0.04122650623321533,-0.3870849907398224,-39.879066467285156,0.12369726598262787,0.034954819828271866,-0.04756954312324524,0.1801980435848236,-0.531921923160553,0.11519511789083481,0.12754780054092407,0.0,0.0,0.0]","[-0.018902361392974854,0.08733437955379486,-0.007514968514442444,-0.35661038756370544,-39.504188537597656,0.1166631281375885,0.04019263759255409,-0.06611952930688858,0.15012064576148987,-0.5811178684234619,0.11585227400064468,0.14585500955581665]"
1776846459.629540,1682,"[-0.04652577266097069,-0.05224652215838432,-0.997549831867218,0.012675887905061245,0.0820944681763649,0.010764295235276222,-0.40918561816215515,-0.44913190603256226,0.04425239562988281,-0.022723739966750145,-0.04663465544581413,0.10413733124732971,-0.37075677514076233,0.18280372023582458,0.07318024337291718,-0.1429707407951355,-0.4024794101715088,0.3590307831764221,0.23639440536499023,0.12860995531082153,-0.011503258720040321,0.0025486424565315247,0.10383718460798264,-0.0007959690410643816,-0.06807409226894379,-0.022935697808861732,0.2941964864730835,-0.018902361392974854,0.08733437955379486,-0.007514968514442444,-0.35661038756370544,-39.504188537597656,0.1166631281375885,0.04019263759255409,-0.06611952930688858,0.15012064576148987,-0.5811178684234619,0.11585227400064468,0.14585500955581665,0.0,0.0,0.0]","[-0.013148743659257889,0.09759015589952469,0.04338609054684639,-0.2935832738876343,-39.15531539916992,0.11034627258777618,0.04878938943147659,-0.07930713891983032,0.13561397790908813,-0.6568312644958496,0.10446030646562576,0.1585267186164856]"
1776846459.649576,1683,"[-0.04007573798298836,-0.057899586856365204,-0.9975177049636841,0.008799410425126553,0.0727328509092331,0.01844673417508602,-0.40580105781555176,-0.4464719891548157,0.04403414577245712,-0.022571135312318802,-0.04549403861165047,0.1040002629160881,-0.37183037400245667,0.18208207190036774,0.07906524091959,-0.2002611756324768,-0.47625136375427246,0.39262714982032776,0.18689852952957153,0.12666596472263336,-0.008810008876025677,0.007994985207915306,0.04797528311610222,-0.005529426969587803,-0.05248906835913658,-0.035309985280036926,0.29296451807022095,-0.013148743659257889,0.09759015589952469,0.04338609054684639,-0.2935832738876343,-39.15531539916992,0.11034627258777618,0.04878938943147659,-0.07930713891983032,0.13561397790908813,-0.6568312644958496,0.10446030646562576,0.1585267186164856,0.0,0.0,0.0]","[0.007735900580883026,0.11135721206665039,0.09627223014831543,-0.19098488986492157,-38.85927963256836,0.11200860142707825,0.06375004351139069,-0.08091439306735992,0.1561180204153061,-0.7693581581115723,0.08888958394527435,0.15737031400203705]"
1776846459.671723,1684,"[-0.03366634249687195,-0.0639236718416214,-0.9973867535591125,0.004841743968427181,0.062138404697179794,0.027383187785744667,-0.40093398094177246,-0.4440104365348816,0.04388824477791786,-0.0222956370562315,-0.04516869783401489,0.10393082350492477,-0.37392595410346985,0.18125145137310028,0.08412976562976837,-0.18654899299144745,-0.5095762610435486,0.4319199323654175,0.23641201853752136,0.1106196939945221,-0.006996775511652231,0.014048371464014053,0.011976885609328747,-0.0032248524948954582,-0.11010369658470154,-0.03867137432098389,0.22742483019828796,0.007735900580883026,0.11135721206665039,0.09627223014831543,-0.19098488986492157,-38.85927963256836,0.11200860142707825,0.06375004351139069,-0.08091439306735992,0.1561180204153061,-0.7693581581115723,0.08888958394527435,0.15737031400203705,0.0,0.0,0.0]","[0.024598177522420883,0.10359075665473938,0.18024328351020813,-0.07704566419124603,-38.647918701171875,0.12105068564414978,0.07311445474624634,-0.055114779621362686,0.2265377640724182,-0.8829413056373596,0.08072347939014435,0.1476941853761673]"
1776846459.688928,1685,"[-0.02743435651063919,-0.0702679380774498,-0.9971508383750916,0.0010566876735538244,0.050251346081495285,0.037458401173353195,-0.3958096206188202,-0.4420010447502136,0.0449923537671566,-0.021897656843066216,-0.04500636085867882,0.10388237237930298,-0.3776620924472809,0.1803988516330719,0.08744467794895172,-0.19875043630599976,-0.6534926891326904,0.5554754734039307,0.2797106206417084,0.10514268279075623,0.07439997792243958,0.022747980430722237,0.008768370375037193,-0.002199909184128046,-0.22261685132980347,-0.04663579910993576,0.15740104019641876,0.024598177522420883,0.10359075665473938,0.18024328351020813,-0.07704566419124603,-38.647918701171875,0.12105068564414978,0.07311445474624634,-0.055114779621362686,0.2265377640724182,-0.8829413056373596,0.08072347939014435,0.1476941853761673,0.0,0.0,0.0]","[0.05267992988228798,0.08333534002304077,0.27214181423187256,0.06267010420560837,-38.50480270385742,0.1275249570608139,0.07995535433292389,-0.01274820975959301,0.3584739565849304,-1.0119056701660156,0.09006503224372864,0.11846445500850677]"
1776846459.708977,1686,"[-0.02162376046180725,-0.07665587216615677,-0.9968230724334717,-0.0021654649171978235,0.036374278366565704,0.04909907653927803,-0.38874441385269165,-0.4401939809322357,0.049074869602918625,-0.02072317712008953,-0.04428704455494881,0.10442402958869934,-0.3848865330219269,0.17932240664958954,0.08820885419845581,-0.16329053044319153,-0.7356802225112915,0.5939782857894897,0.25850722193717957,0.08685341477394104,0.2486397624015808,0.06809830665588379,0.04042777046561241,0.017594441771507263,-0.3722411096096039,-0.05555452033877373,0.024698540568351746,0.05267992988228798,0.08333534002304077,0.27214181423187256,0.06267010420560837,-38.50480270385742,0.1275249570608139,0.07995535433292389,-0.01274820975959301,0.3584739565849304,-1.0119056701660156,0.09006503224372864,0.11846445500850677,0.0,0.0,0.0]","[0.08251781761646271,0.04074477776885033,0.3691043257713318,0.22247086465358734,-38.39973831176758,0.12588874995708466,0.08363264799118042,0.03669106960296631,0.5195857286453247,-1.1735527515411377,0.11473764479160309,0.07726117968559265]"
1776846459.729245,1687,"[-0.015919262543320656,-0.0825745239853859,-0.9964577555656433,-0.0037544507067650557,0.018075458705425262,0.06274842470884323,-0.38357555866241455,-0.4388408958911896,0.05994322523474693,-0.017885524779558182,-0.042343560606241226,0.10601473599672318,-0.39534544944763184,0.17808957397937775,0.08551094681024551,-0.06568624824285507,-0.9449491500854492,0.6982076168060303,0.27953022718429565,0.059658233076334,0.6473169326782227,0.15221016108989716,0.11156246066093445,0.09658032655715942,-0.552433967590332,-0.05937472730875015,-0.16420476138591766,0.08251781761646271,0.04074477776885033,0.3691043257713318,0.22247086465358734,-38.39973831176758,0.12588874995708466,0.08363264799118042,0.03669106960296631,0.5195857286453247,-1.1735527515411377,0.11473764479160309,0.07726117968559265,0.0,0.0,0.0]","[0.11507827043533325,-0.01697927713394165,0.45921289920806885,0.3596627712249756,-38.22797775268555,0.09162124991416931,0.07081696391105652,0.12499382346868515,0.6552829742431641,-1.239875078201294,0.13517796993255615,0.022306330502033234]"
1776846459.749121,1688,"[-0.008957553654909134,-0.08816260099411011,-0.9960657954216003,-0.004250029101967812,-0.003913502674549818,0.0777469351887703,-0.3764766454696655,-0.4385331869125366,0.08362627029418945,-0.014632951468229294,-0.037455759942531586,0.10986585170030594,-0.4084552824497223,0.17689332365989685,0.07666932791471481,-0.01770831272006035,-1.131528615951538,0.7431644201278687,0.31669488549232483,-0.028949713334441185,1.380523443222046,0.17040777206420898,0.2679559290409088,0.20002850890159607,-0.6466676592826843,-0.06579512357711792,-0.4986345171928406,0.11507827043533325,-0.01697927713394165,0.45921289920806885,0.3596627712249756,-38.22797775268555,0.09162124991416931,0.07081696391105652,0.12499382346868515,0.6552829742431641,-1.239875078201294,0.13517796993255615,0.022306330502033234,0.0,0.0,0.0]","[0.14587055146694183,-0.09877154976129532,0.5660536289215088,0.48126670718193054,-37.99665451049805,0.020998265594244003,0.04416075721383095,0.24889102578163147,0.7594399452209473,-1.2020834684371948,0.15648385882377625,-0.030808325856924057]"
1776846459.768872,1689,"[-0.00011146405449835584,-0.09148766100406647,-0.9958062171936035,0.00014791022113058716,-0.028923798352479935,0.09319426864385605,-0.3672175109386444,-0.4441467821598053,0.09837479144334793,-0.01029948703944683,-0.02815132401883602,0.1157790794968605,-0.4175082743167877,0.17468149960041046,0.06003841385245323,0.25695234537124634,-1.2691155672073364,0.7890787720680237,0.5970295071601868,-0.2747185528278351,0.4509127140045166,0.19681155681610107,0.5284414887428284,0.3318101763725281,-0.39197006821632385,-0.19036747515201569,-0.8571440577507019,0.14587055146694183,-0.09877154976129532,0.5660536289215088,0.48126670718193054,-37.99665451049805,0.020998265594244003,0.04416075721383095,0.24889102578163147,0.7594399452209473,-1.2020834684371948,0.15648385882377625,-0.030808325856924057,0.0,0.0,0.0]","[0.1439477503299713,-0.20395100116729736,0.7658300995826721,0.6143806576728821,-37.678218841552734,-0.01088634878396988,0.005853276699781418,0.38798007369041443,0.8374661207199097,-1.0989543199539185,0.15603592991828918,-0.03986054286360741]"
1776846459.788990,1690,"[0.011680140160024166,-0.09197768568992615,-0.9956925511360168,0.0070017194375395775,-0.05721957981586456,0.11201146990060806,-0.3411559462547302,-0.4471605122089386,0.09132865071296692,-0.008712610229849815,-0.00984974391758442,0.12454100698232651,-0.4205615222454071,0.16803497076034546,0.04200926423072815,0.33393585681915283,-1.4311316013336182,0.9568424224853516,1.3184576034545898,-0.171112060546875,-0.3603098690509796,0.07756340503692627,0.9641258716583252,0.4346259832382202,-0.13831466436386108,-0.2036682516336441,-0.9320420622825623,0.1439477503299713,-0.20395100116729736,0.7658300995826721,0.6143806576728821,-37.678218841552734,-0.01088634878396988,0.005853276699781418,0.38798007369041443,0.8374661207199097,-1.0989543199539185,0.15603592991828918,-0.03986054286360741,0.0,0.0,0.0]","[0.09022174775600433,-0.34683066606521606,1.04294753074646,0.7029322981834412,-37.2925910949707,-0.06621035933494568,-0.10471047461032867,0.6041956543922424,0.8914024829864502,-0.9223349690437317,0.16311493515968323,-0.039546478539705276]"
1776846459.809116,1691,"[0.02277853712439537,-0.09034980088472366,-0.9956495761871338,0.010807870887219906,-0.09196501970291138,0.13651537895202637,-0.3078824281692505,-0.448287695646286,0.08055886626243591,-0.010771718807518482,0.02092621847987175,0.13293936848640442,-0.4164145886898041,0.15897062420845032,0.026287024840712547,0.1485835313796997,-1.801957368850708,1.2883563041687012,1.7727704048156738,-0.020815342664718628,-0.574051022529602,-0.13783137500286102,1.666921615600586,0.42593488097190857,0.2811051607131958,-0.5305986404418945,-0.7360885739326477,0.09022174775600433,-0.34683066606521606,1.04294753074646,0.7029322981834412,-37.2925910949707,-0.06621035933494568,-0.10471047461032867,0.6041956543922424,0.8914024829864502,-0.9223349690437317,0.16311493515968323,-0.039546478539705276,0.0,0.0,0.0]","[0.015508562326431274,-0.47889843583106995,1.3148678541183472,0.6790579557418823,-37.00049591064453,-0.20233036577701569,-0.2608661949634552,0.8739496469497681,0.947217583656311,-0.6535351872444153,0.21066440641880035,-0.06471364200115204]"
1776846459.829247,1692,"[0.031421028077602386,-0.08679737895727158,-0.9957303404808044,0.01162948552519083,-0.13067151606082916,0.1685313582420349,-0.2624590992927551,-0.4459522068500519,0.06333093345165253,-0.02233545482158661,0.06838401407003403,0.1400958150625229,-0.4056510031223297,0.1577269434928894,0.011351073160767555,0.029452160000801086,-1.8948698043823242,1.6248149871826172,2.2958154678344727,0.09936660528182983,-0.8069802522659302,-0.5877299308776855,2.455402374267578,0.30577144026756287,0.45837533473968506,0.324189156293869,-0.8142631649971008,0.015508562326431274,-0.47889843583106995,1.3148678541183472,0.6790579557418823,-37.00049591064453,-0.20233036577701569,-0.2608661949634552,0.8739496469497681,0.947217583656311,-0.6535351872444153,0.21066440641880035,-0.06471364200115204,0.0,0.0,0.0]","[-0.10594266653060913,-0.5851380825042725,1.5885648727416992,0.5013943910598755,-36.72216796875,-0.37897077202796936,-0.4166392982006073,1.0656808614730835,0.9341328144073486,-0.3556378483772278,0.21596387028694153,-0.11384378373622894]"
1776846459.849127,1693,"[0.03715603053569794,-0.08368653804063797,-0.99579918384552,0.0069407145492732525,-0.1703512966632843,0.20731636881828308,-0.216126948595047,-0.4429292380809784,0.03778645768761635,-0.0468074269592762,0.13197274506092072,0.14375881850719452,-0.38354313373565674,0.16098694503307343,-0.004511144477874041,-0.2990977168083191,-2.021934986114502,2.012214183807373,2.3212661743164062,0.1638711392879486,-1.4038712978363037,-1.3391642570495605,3.3225550651550293,0.1772928684949875,1.2664568424224854,0.05178706347942352,-0.7611849904060364,-0.10594266653060913,-0.5851380825042725,1.5885648727416992,0.5013943910598755,-36.72216796875,-0.37897077202796936,-0.4166392982006073,1.0656808614730835,0.9341328144073486,-0.3556378483772278,0.21596387028694153,-0.11384378373622894,0.0,0.0,0.0]","[-0.20331549644470215,-0.515591561794281,1.6520928144454956,0.022516297176480293,-36.65381622314453,-0.48565933108329773,-0.49659496545791626,1.0057424306869507,0.740026593208313,-0.1106555238366127,-0.020082704722881317,-0.28404730558395386]"
1776846459.868974,1694,"[0.04154530540108681,-0.08506742119789124,-0.9955086708068848,-0.006352714262902737,-0.2005404233932495,0.24701231718063354,-0.17409133911132812,-0.43827852606773376,-0.002542804228141904,-0.07787888497114182,0.19913198053836823,0.14158888161182404,-0.3614087998867035,0.17532989382743835,-0.0334133580327034,-0.6840884685516357,-1.4068090915679932,1.9582159519195557,1.9566848278045654,0.1928727626800537,-2.0013439655303955,-1.5518312454223633,3.350101947784424,-0.13988566398620605,1.2055953741073608,0.5165529847145081,-1.5032618045806885,-0.20331549644470215,-0.515591561794281,1.6520928144454956,0.022516297176480293,-36.65381622314453,-0.48565933108329773,-0.49659496545791626,1.0057424306869507,0.740026593208313,-0.1106555238366127,-0.020082704722881317,-0.28404730558395386,0.0,0.0,0.0]","[-0.24313370883464813,-0.23795774579048157,1.2884844541549683,-0.782904326915741,-36.37697219848633,-0.3274672031402588,-0.34614840149879456,0.46225208044052124,-0.001722291111946106,0.2050790786743164,-0.426747590303421,-0.5586537718772888]"
