time_s,step,observation,action_pre_scale
1776846466.576653,2029,"[-0.07154867053031921,0.022257933393120766,-0.9971887469291687,0.03016362525522709,0.08879382908344269,-0.09143806248903275,-0.24596649408340454,-0.508962094783783,0.030133895576000214,0.00646580383181572,-0.03687422722578049,0.10339319705963135,-0.17134378850460052,-0.00965246744453907,-0.02501222863793373,0.027936790138483047,-0.03368652984499931,0.1250803917646408,-1.8117234706878662,0.7669150829315186,-0.113664910197258,-0.043094947934150696,0.18485639989376068,0.40525734424591064,-2.148110866546631,-1.9485799074172974,0.22138172388076782,0.012161592952907085,0.07209277898073196,-0.09490218013525009,-0.6712424755096436,-45.95650863647461,0.06716808676719666,-0.0025139786303043365,-0.142269104719162,0.5268397331237793,0.3268885314464569,0.3922339379787445,-0.12434327602386475,0.0,0.0,0.0]","[-0.008900091052055359,0.09269250929355621,-0.11571324616670609,-0.5912609100341797,-45.18640899658203,0.11229634284973145,-0.014077401719987392,-0.14998619258403778,0.5660883188247681,0.20488184690475464,0.378104567527771,-0.07894575595855713]"
1776846466.596884,2030,"[-0.0820670947432518,0.02243047021329403,-0.9963743686676025,0.030272137373685837,0.08749702572822571,-0.08780264109373093,-0.2746800482273102,-0.4979243576526642,0.03035830147564411,0.001880119787529111,-0.035249028354883194,0.1089472621679306,-0.2115391492843628,-0.0025400687009096146,-0.0012426520697772503,0.0052699437364935875,-0.07036348432302475,0.19172608852386475,-1.2325795888900757,0.5024453401565552,0.03424559161067009,-0.3043726086616516,0.059761613607406616,0.2714373469352722,-1.9787311553955078,0.8900954127311707,1.3096108436584473,-0.008900091052055359,0.09269250929355621,-0.11571324616670609,-0.5912609100341797,-45.18640899658203,0.11229634284973145,-0.014077401719987392,-0.14998619258403778,0.5660883188247681,0.20488184690475464,0.378104567527771,-0.07894575595855713,0.0,0.0,0.0]","[-0.008297471329569817,0.12167544662952423,-0.1703009307384491,-0.5464859008789062,-44.53230667114258,0.08796091377735138,-0.04053649306297302,-0.13303276896476746,0.5037194490432739,0.03724556416273117,0.21643713116645813,-0.12167468667030334]"
1776846466.617181,2031,"[-0.08841852098703384,0.023174334317445755,-0.99581378698349,0.03017869032919407,0.08465247601270676,-0.08554256707429886,-0.2987056374549866,-0.4900643229484558,0.030661113560199738,-0.006887754425406456,-0.03502154350280762,0.11250084638595581,-0.24547304213047028,0.03273940458893776,0.02054591104388237,-0.00814737007021904,-0.15335926413536072,0.1089334636926651,-1.144484519958496,0.362743616104126,0.009719142690300941,-0.4334125816822052,0.00917796790599823,0.1720772534608841,-1.6299571990966797,1.7991728782653809,0.9632318019866943,-0.008297471329569817,0.12167544662952423,-0.1703009307384491,-0.5464859008789062,-44.53230667114258,0.08796091377735138,-0.04053649306297302,-0.13303276896476746,0.5037194490432739,0.03724556416273117,0.21643713116645813,-0.12167468667030334,0.0,0.0,0.0]","[0.0032507777214050293,0.13312703371047974,-0.18374314904212952,-0.5519235730171204,-43.98429870605469,0.06455680727958679,-0.039431676268577576,-0.09468613564968109,0.45771199464797974,-0.07489659637212753,0.048762694001197815,-0.16433729231357574]"
1776846466.646141,2032,"[-0.09239747375249863,0.024409085512161255,-0.9954229593276978,0.02978779375553131,0.08049947023391724,-0.08297859132289886,-0.31750404834747314,-0.48415330052375793,0.029106928035616875,-0.012779646553099155,-0.03358350321650505,0.11640183627605438,-0.27399083971977234,0.05448407307267189,0.017405133694410324,-0.018721314147114754,-0.1912420243024826,0.11920547485351562,-0.7897533178329468,0.23894977569580078,-0.08451652526855469,-0.21060404181480408,0.07728104293346405,0.1750575304031372,-1.1978051662445068,0.6706864833831787,-0.39015358686447144,0.0032507777214050293,0.13312703371047974,-0.18374314904212952,-0.5519235730171204,-43.98429870605469,0.06455680727958679,-0.039431676268577576,-0.09468613564968109,0.45771199464797974,-0.07489659637212753,0.048762694001197815,-0.16433729231357574,0.0,0.0,0.0]","[-0.007224990054965019,0.11053890734910965,-0.1714334785938263,-0.5714771747589111,-43.54538345336914,0.05035458505153656,-0.030684977769851685,-0.08265555649995804,0.45038554072380066,-0.08578534424304962,0.057595111429691315,-0.1634533405303955]"
1776846466.661679,2033,"[-0.09385726600885391,0.024973103776574135,-0.9952723979949951,0.02961614541709423,0.0785074532032013,-0.08152410387992859,-0.32404130697250366,-0.48193567991256714,0.02800089493393898,-0.014726130291819572,-0.03243451938033104,0.11835367977619171,-0.2866147458553314,0.059696901589632034,0.009041918441653252,-0.012909643352031708,-0.16653190553188324,0.09621865302324295,-0.5872469544410706,0.17434567213058472,-0.10817493498325348,-0.15638048946857452,0.08456771075725555,0.1302001178264618,-0.9532808065414429,0.4443071484565735,-0.6457014083862305,-0.007224990054965019,0.11053890734910965,-0.1714334785938263,-0.5714771747589111,-43.54538345336914,0.05035458505153656,-0.030684977769851685,-0.08265555649995804,0.45038554072380066,-0.08578534424304962,0.057595111429691315,-0.1634533405303955,0.0,0.0,0.0]","[-0.020900681614875793,0.08974505960941315,-0.15671733021736145,-0.5922457575798035,-43.1554069519043,0.034008003771305084,-0.021411869674921036,-0.07901525497436523,0.4512237012386322,-0.08364038169384003,0.09357133507728577,-0.1635914444923401]"
1776846466.676713,2034,"[-0.09578706324100494,0.026217736303806305,-0.9950565099716187,0.029249295592308044,0.07418448477983475,-0.07945316284894943,-0.3388943374156952,-0.47758784890174866,0.024483317509293556,-0.01903982274234295,-0.03147241845726967,0.11976383626461029,-0.30715277791023254,0.07804695516824722,-0.0011224850313737988,-0.02224252000451088,-0.24137741327285767,0.12111692130565643,-0.8224661350250244,0.24545514583587646,-0.20391997694969177,-0.23967106640338898,0.041486434638500214,0.06280845403671265,-1.1364206075668335,1.106307029724121,-0.4978812336921692,-0.020900681614875793,0.08974505960941315,-0.15671733021736145,-0.5922457575798035,-43.1554069519043,0.034008003771305084,-0.021411869674921036,-0.07901525497436523,0.4512237012386322,-0.08364038169384003,0.09357133507728577,-0.1635914444923401,0.0,0.0,0.0]","[-0.010791540145874023,0.10417269170284271,-0.16656279563903809,-0.6070107221603394,-42.75709533691406,0.026277698576450348,-0.02081579715013504,-0.07468608766794205,0.4645065665245056,-0.08101137727499008,0.053129326552152634,-0.18926602602005005]"
1776846466.696793,2035,"[-0.09609413892030716,0.02697218582034111,-0.9950067400932312,0.028834331780672073,0.07087963819503784,-0.07754071056842804,-0.3503834903240204,-0.4736127555370331,0.020570285618305206,-0.021762993186712265,-0.031249690800905228,0.12020569294691086,-0.3232214152812958,0.09631384164094925,-0.0070229810662567616,-0.021118896082043648,-0.15754814445972443,0.0934879332780838,-0.5491101741790771,0.18784059584140778,-0.19868776202201843,-0.11508602648973465,0.010380704887211323,0.021380171179771423,-0.7716788649559021,0.866469144821167,-0.3096717596054077,-0.010791540145874023,0.10417269170284271,-0.16656279563903809,-0.6070107221603394,-42.75709533691406,0.026277698576450348,-0.02081579715013504,-0.07468608766794205,0.4645065665245056,-0.08101137727499008,0.053129326552152634,-0.18926602602005005,0.0,0.0,0.0]","[-0.017120148986577988,0.09461173415184021,-0.14882954955101013,-0.6081116795539856,-42.4023323059082,0.012343047186732292,-0.012515351176261902,-0.07600420713424683,0.45604828000068665,-0.10784944891929626,0.05779125913977623,-0.20813947916030884]"
1776846466.716722,2036,"[-0.09497188776731491,0.02712397836148739,-0.9951103329658508,0.028414301574230194,0.06847048550844193,-0.07566355913877487,-0.35823461413383484,-0.4702976942062378,0.016314687207341194,-0.02276606112718582,-0.031058497726917267,0.12044321000576019,-0.3364410698413849,0.11089182645082474,-0.01287035085260868,-0.01920694299042225,-0.10636655986309052,0.07933484017848969,-0.4265215992927551,0.15730415284633636,-0.21798425912857056,-0.04584953188896179,0.006997370161116123,-0.004631344694644213,-0.6290680766105652,0.7389892935752869,-0.21824777126312256,-0.017120148986577988,0.09461173415184021,-0.14882954955101013,-0.6081116795539856,-42.4023323059082,0.012343047186732292,-0.012515351176261902,-0.07600420713424683,0.45604828000068665,-0.10784944891929626,0.05779125913977623,-0.20813947916030884,0.0,0.0,0.0]","[-0.021514710038900375,0.08582170307636261,-0.13477370142936707,-0.5985110402107239,-42.06000518798828,-0.0010202564299106598,-0.005856241099536419,-0.07795314490795135,0.44695866107940674,-0.1391444206237793,0.07370291650295258,-0.21708808839321136]"
1776846466.736695,2037,"[-0.09263622760772705,0.026697207242250443,-0.9953420758247375,0.02799222432076931,0.06751972436904907,-0.0747438296675682,-0.36698511242866516,-0.46737152338027954,0.011721091344952583,-0.023210076615214348,-0.03104294091463089,0.12029413878917694,-0.3464759290218353,0.12373615056276321,-0.011223030276596546,-0.021174535155296326,-0.037710659205913544,0.04554421454668045,-0.4145122468471527,0.13837170600891113,-0.22780504822731018,-0.0203558262437582,0.0006848899065516889,-0.005131245125085115,-0.4765188694000244,0.6271090507507324,0.12524659931659698,-0.021514710038900375,0.08582170307636261,-0.13477370142936707,-0.5985110402107239,-42.06000518798828,-0.0010202564299106598,-0.005856241099536419,-0.07795314490795135,0.44695866107940674,-0.1391444206237793,0.07370291650295258,-0.21708808839321136,0.0,0.0,0.0]","[-0.02113926038146019,0.07622238248586655,-0.1286582052707672,-0.5620579719543457,-41.72649383544922,-0.01172548159956932,0.0024618245661258698,-0.07953134179115295,0.4340357184410095,-0.19868186116218567,0.09715157747268677,-0.22095675766468048]"
1776846466.756753,2038,"[-0.0887128934264183,0.026018021628260612,-0.9957173466682434,0.02756805159151554,0.06664028763771057,-0.07372570037841797,-0.37327590584754944,-0.4647265672683716,0.006458730902522802,-0.02357466146349907,-0.03102094680070877,0.12027781456708908,-0.3547864556312561,0.13675273954868317,-0.011494381353259087,-0.021503806114196777,-0.04870469868183136,0.05403890460729599,-0.2949208915233612,0.12586325407028198,-0.2683162987232208,-0.017221122980117798,0.0013733601663261652,-0.0004457783361431211,-0.4047180414199829,0.6421270370483398,-0.0667613297700882,-0.02113926038146019,0.07622238248586655,-0.1286582052707672,-0.5620579719543457,-41.72649383544922,-0.01172548159956932,0.0024618245661258698,-0.07953134179115295,0.4340357184410095,-0.19868186116218567,0.09715157747268677,-0.22095675766468048,0.0,0.0,0.0]","[-0.020755775272846222,0.07148615270853043,-0.12305793911218643,-0.5448461771011353,-41.41609191894531,-0.01820037141442299,0.0106224175542593,-0.07527490705251694,0.4123886525630951,-0.23561400175094604,0.09930253773927689,-0.21505193412303925]"
1776846466.776689,2039,"[-0.08372671902179718,0.025246301665902138,-0.9961689114570618,0.02712387591600418,0.065955750644207,-0.07224714756011963,-0.3764169216156006,-0.46231943368911743,0.001972597325220704,-0.02376275695860386,-0.03097044862806797,0.12032519280910492,-0.3618605434894562,0.1480148285627365,-0.01088637113571167,-0.021817972883582115,-0.028832443058490753,0.09127385169267654,-0.02428404986858368,0.11132761090993881,-0.20169919729232788,-0.010382745414972305,0.006951315328478813,0.009456553496420383,-0.3565370440483093,0.6043218374252319,0.05501692742109299,-0.020755775272846222,0.07148615270853043,-0.12305793911218643,-0.5448461771011353,-41.41609191894531,-0.01820037141442299,0.0106224175542593,-0.07527490705251694,0.4123886525630951,-0.23561400175094604,0.09930253773927689,-0.21505193412303925,0.0,0.0,0.0]","[-0.027081593871116638,0.06520072370767593,-0.11128116399049759,-0.5489432215690613,-41.11914825439453,-0.022551897913217545,0.013982009142637253,-0.0709700733423233,0.3797549605369568,-0.2514699697494507,0.08862140774726868,-0.20853564143180847]"
1776846466.796690,2040,"[-0.07810309529304504,0.0242998618632555,-0.9966490864753723,0.026695653796195984,0.06505443900823593,-0.07097011804580688,-0.38116079568862915,-0.46000105142593384,-0.0021940928418189287,-0.02402799017727375,-0.03097457066178322,0.11928107589483261,-0.3675737977027893,0.1615913212299347,-0.010364292189478874,-0.022030431777238846,-0.04618823528289795,0.06625860929489136,-0.2231016457080841,0.1104373186826706,-0.20167921483516693,-0.013308566063642502,-0.000785632582847029,-0.051772572100162506,-0.2732391357421875,0.6818296909332275,0.019457248970866203,-0.027081593871116638,0.06520072370767593,-0.11128116399049759,-0.5489432215690613,-41.11914825439453,-0.022551897913217545,0.013982009142637253,-0.0709700733423233,0.3797549605369568,-0.2514699697494507,0.08862140774726868,-0.20853564143180847,0.0,0.0,0.0]","[-0.021478760987520218,0.06122128665447235,-0.10659623891115189,-0.5358591675758362,-40.8419303894043,-0.020176269114017487,0.01993342861533165,-0.07130894064903259,0.3614646792411804,-0.2991827428340912,0.0636032223701477,-0.20649763941764832]"
1776846466.816760,2041,"[-0.07169155031442642,0.02334452234208584,-0.997153639793396,0.026232298463582993,0.06408633291721344,-0.06909026950597763,-0.38443297147750854,-0.4578492343425751,-0.005390763748437166,-0.024135615676641464,-0.031002134084701538,0.1182452067732811,-0.37201640009880066,0.1698317676782608,-0.009512566030025482,-0.022491831332445145,-0.051667578518390656,0.09641282260417938,-0.14915814995765686,0.10250572115182877,-0.15308746695518494,-0.0075173042714595795,-0.0015892272349447012,-0.052157554775476456,-0.2219964861869812,0.4720841646194458,0.032732151448726654,-0.021478760987520218,0.06122128665447235,-0.10659623891115189,-0.5358591675758362,-40.8419303894043,-0.020176269114017487,0.01993342861533165,-0.07130894064903259,0.3614646792411804,-0.2991827428340912,0.0636032223701477,-0.20649763941764832,0.0,0.0,0.0]","[-0.01940963789820671,0.05532018095254898,-0.09777715057134628,-0.5259249210357666,-40.578636169433594,-0.017233900725841522,0.026007674634456635,-0.07020311802625656,0.3348163664340973,-0.336834579706192,0.04995068535208702,-0.194453626871109]"
1776846466.845192,2042,"[-0.06631291657686234,0.022626392543315887,-0.9975423216819763,0.02590020000934601,0.06297312676906586,-0.06726251542568207,-0.38572409749031067,-0.45630156993865967,-0.007259360980242491,-0.024335557594895363,-0.03097519464790821,0.1174219474196434,-0.3753342926502228,0.17910102009773254,-0.00976440031081438,-0.0198257677257061,-0.07293611764907837,0.11409717798233032,-0.05115952342748642,0.08368249237537384,-0.1009749174118042,-0.01295476034283638,0.006011763121932745,-0.03543541580438614,-0.18476593494415283,0.4591525197029114,-0.0395268015563488,-0.01940963789820671,0.05532018095254898,-0.09777715057134628,-0.5259249210357666,-40.578636169433594,-0.017233900725841522,0.026007674634456635,-0.07020311802625656,0.3348163664340973,-0.336834579706192,0.04995068535208702,-0.194453626871109,0.0,0.0,0.0]","[-0.020151112228631973,0.05017169564962387,-0.08559221774339676,-0.529944121837616,-40.32863998413086,-0.013887971639633179,0.02967201918363571,-0.06630288064479828,0.3046717047691345,-0.35572266578674316,0.027041645720601082,-0.1821121722459793]"
1776846466.875578,2043,"[-0.060900669544935226,0.021740516647696495,-0.9979070425033569,0.02541333995759487,0.060887161642313004,-0.06440186500549316,-0.38383448123931885,-0.45504286885261536,-0.008829423226416111,-0.024600012227892876,-0.0303632989525795,0.11762691289186478,-0.37835633754730225,0.18292473256587982,-0.011637483723461628,-0.03079911880195141,-0.13618232309818268,0.16259345412254333,0.06310122460126877,0.07278389483690262,-0.09453430771827698,-0.013535767793655396,0.03748703747987747,0.008662888780236244,-0.15213391184806824,0.16563081741333008,-0.10909943282604218,-0.020151112228631973,0.05017169564962387,-0.08559221774339676,-0.529944121837616,-40.32863998413086,-0.013887971639633179,0.02967201918363571,-0.06630288064479828,0.3046717047691345,-0.35572266578674316,0.027041645720601082,-0.1821121722459793,0.0,0.0,0.0]","[-0.02072129398584366,0.04371029883623123,-0.07372548431158066,-0.5316383838653564,-40.08894348144531,-0.013341374695301056,0.03324031084775925,-0.0696992427110672,0.2782585918903351,-0.3694859743118286,0.020514998584985733,-0.16753581166267395]"
1776846466.876457,2044,"[-0.05570663511753082,0.020747916772961617,-0.9982315897941589,0.02469511888921261,0.0576423816382885,-0.060805272310972214,-0.3819507658481598,-0.4538220167160034,-0.010239362716674805,-0.02479824237525463,-0.029337704181671143,0.11772072315216064,-0.3799612820148468,0.1838844120502472,-0.013430601917207241,-0.049224838614463806,-0.2216617465019226,0.24482204020023346,0.14315001666545868,0.07693501561880112,-0.08748074620962143,-0.012623202055692673,0.07214567065238953,0.005822257604449987,-0.08961811661720276,0.047234080731868744,-0.11519043147563934,-0.02072129398584366,0.04371029883623123,-0.07372548431158066,-0.5316383838653564,-40.08894348144531,-0.013341374695301056,0.03324031084775925,-0.0696992427110672,0.2782585918903351,-0.3694859743118286,0.020514998584985733,-0.16753581166267395,0.0,0.0,0.0]","[-0.01886090636253357,0.0411577969789505,-0.06525781750679016,-0.5342835187911987,-39.854888916015625,-0.01375998929142952,0.037563908845186234,-0.07334451377391815,0.2538633942604065,-0.38467323780059814,0.0077324919402599335,-0.1540949046611786]"
1776846466.896615,2045,"[-0.04889362305402756,0.018921973183751106,-0.9986247420310974,0.02359672263264656,0.05213715508580208,-0.05504031479358673,-0.3775500953197479,-0.45171400904655457,-0.01155848614871502,-0.024961091578006744,-0.02776288241147995,0.11774071305990219,-0.380528062582016,0.18371456861495972,-0.014321251772344112,-0.057153038680553436,-0.28614652156829834,0.29472169280052185,0.22872154414653778,0.10435588657855988,-0.06276282668113708,-0.007336398586630821,0.07873433828353882,0.0004740438307635486,-0.019121117889881134,-0.01585282012820244,-0.033119168132543564,-0.01886090636253357,0.0411577969789505,-0.06525781750679016,-0.5342835187911987,-39.854888916015625,-0.01375998929142952,0.037563908845186234,-0.07334451377391815,0.2538633942604065,-0.38467323780059814,0.0077324919402599335,-0.1540949046611786,0.0,0.0,0.0]","[-0.017249513417482376,0.03939411789178848,-0.05310675501823425,-0.53565514087677,-39.61859130859375,-0.01367928832769394,0.042211078107357025,-0.07384669780731201,0.22481957077980042,-0.4039945900440216,-0.015667352825403214,-0.13830852508544922]"
1776846466.917043,2046,"[-0.04246937483549118,0.01659279502928257,-0.9989599585533142,0.02226080559194088,0.045483700931072235,-0.0486418791115284,-0.3726995587348938,-0.4495948255062103,-0.012724623084068298,-0.02504836581647396,-0.02621246688067913,0.11769331991672516,-0.38055387139320374,0.1830752193927765,-0.014528901316225529,-0.0700019896030426,-0.3406677544116974,0.3227832019329071,0.24005955457687378,0.10085971653461456,-0.05816628783941269,-0.003933104686439037,0.07687220722436905,-0.002633478492498398,0.0003523274208419025,-0.03243466839194298,-0.008655667304992676,-0.017249513417482376,0.03939411789178848,-0.05310675501823425,-0.53565514087677,-39.61859130859375,-0.01367928832769394,0.042211078107357025,-0.07384669780731201,0.22481957077980042,-0.4039945900440216,-0.015667352825403214,-0.13830852508544922,0.0,0.0,0.0]","[-0.01488099992275238,0.03905359283089638,-0.03862438350915909,-0.5336809158325195,-39.377105712890625,-0.011210620403289795,0.046288467943668365,-0.07211555540561676,0.19598452746868134,-0.4255117177963257,-0.04981677979230881,-0.12209175527095795]"
1776846466.937284,2047,"[-0.03672652691602707,0.013676184229552746,-0.99923175573349,0.02067776396870613,0.03833439201116562,-0.04169681668281555,-0.3674517273902893,-0.4478008449077606,-0.014154725708067417,-0.02509755827486515,-0.02468218095600605,0.1171664148569107,-0.38041505217552185,0.1824783831834793,-0.014580884017050266,-0.08667483180761337,-0.36991140246391296,0.34420013427734375,0.2149868756532669,0.0892254114151001,-0.07518230378627777,-0.0016213252674788237,0.07494580745697021,-0.02995523437857628,0.007230152375996113,-0.03133442997932434,-0.001689973403699696,-0.01488099992275238,0.03905359283089638,-0.03862438350915909,-0.5336809158325195,-39.377105712890625,-0.011210620403289795,0.046288467943668365,-0.07211555540561676,0.19598452746868134,-0.4255117177963257,-0.04981677979230881,-0.12209175527095795,0.0,0.0,0.0]","[-0.012568090111017227,0.039766378700733185,-0.02303820103406906,-0.5277527570724487,-39.13029098510742,-0.005625568330287933,0.05057341605424881,-0.06891915202140808,0.16923540830612183,-0.447964072227478,-0.09245190024375916,-0.1066322773694992]"
1776846466.957104,2048,"[-0.03156658634543419,0.010198830626904964,-0.999449610710144,0.01865597441792488,0.030524637550115585,-0.03467097878456116,-0.3640751540660858,-0.44607970118522644,-0.015255131758749485,-0.02510431967675686,-0.02311623841524124,0.11643126606941223,-0.3803422749042511,0.18192987143993378,-0.014512586407363415,-0.10260044038295746,-0.39162677526474,0.35482895374298096,0.1671343743801117,0.08563032001256943,-0.04813056066632271,-0.0001722096640150994,0.08046060800552368,-0.03994531184434891,0.002746417187154293,-0.02578091435134411,0.004674754571169615,-0.012568090111017227,0.039766378700733185,-0.02303820103406906,-0.5277527570724487,-39.13029098510742,-0.005625568330287933,0.05057341605424881,-0.06891915202140808,0.16923540830612183,-0.447964072227478,-0.09245190024375916,-0.1066322773694992,0.0,0.0,0.0]","[-0.009414415806531906,0.042229097336530685,-0.006945855915546417,-0.515882670879364,-38.875762939453125,0.0021424852311611176,0.05566110461950302,-0.06731439381837845,0.14215293526649475,-0.47219595313072205,-0.13917507231235504,-0.09148851037025452]"
1776846466.976972,2049,"[-0.026994843035936356,0.005888558924198151,-0.9996182322502136,0.01648026891052723,0.022748436778783798,-0.027221856638789177,-0.36110278964042664,-0.44435763359069824,-0.015674710273742676,-0.02507762238383293,-0.021339330822229385,0.11517161130905151,-0.3803498446941376,0.18150414526462555,-0.013627080246806145,-0.10990245640277863,-0.3873212933540344,0.37764376401901245,0.13957804441452026,0.08661016821861267,-0.014420593157410622,0.0017333782743662596,0.09055075794458389,-0.07071562111377716,-0.0008654756820760667,-0.020843379199504852,0.0580185204744339,-0.009414415806531906,0.042229097336530685,-0.006945855915546417,-0.515882670879364,-38.875762939453125,0.0021424852311611176,0.05566110461950302,-0.06731439381837845,0.14215293526649475,-0.47219595313072205,-0.13917507231235504,-0.09148851037025452,0.0,0.0,0.0]","[-0.007509386166930199,0.04552427679300308,0.010149139910936356,-0.49896305799484253,-38.61387252807617,0.011748917400836945,0.061747193336486816,-0.0677347183227539,0.11373549699783325,-0.4986170530319214,-0.19103163480758667,-0.07592809200286865]"
1776846466.996671,2050,"[-0.02337789721786976,0.000673661706969142,-0.9997264742851257,0.014190035872161388,0.015319284982979298,-0.01903367228806019,-0.35882288217544556,-0.44241809844970703,-0.01548747718334198,-0.024993084371089935,-0.019455231726169586,0.11285307258367538,-0.3804223835468292,0.1810699999332428,-0.010920634493231773,-0.11602963507175446,-0.3668261766433716,0.41452038288116455,0.10834500938653946,0.09367042779922485,0.012610320001840591,0.004616290330886841,0.09491966664791107,-0.12435892969369888,-0.0039157080464065075,-0.021008389070630074,0.14808805286884308,-0.007509386166930199,0.04552427679300308,0.010149139910936356,-0.49896305799484253,-38.61387252807617,0.011748917400836945,0.061747193336486816,-0.0677347183227539,0.11373549699783325,-0.4986170530319214,-0.19103163480758667,-0.07592809200286865,0.0,0.0,0.0]","[-0.006136978045105934,0.050045643001794815,0.025672441348433495,-0.4733467698097229,-38.34565353393555,0.022779667750000954,0.07060527801513672,-0.07165923714637756,0.08562084287405014,-0.5328937768936157,-0.24988043308258057,-0.06078016385436058]"
1776846467.016773,2051,"[-0.020716030150651932,-0.005455519072711468,-0.9997705221176147,0.011889435350894928,0.008792751468718052,-0.010071344673633575,-0.3555420935153961,-0.4405079185962677,-0.014449807815253735,-0.024838389828801155,-0.017645128071308136,0.1096339300274849,-0.38073495030403137,0.18065403401851654,-0.006671368144452572,-0.10011667013168335,-0.29385271668434143,0.45803672075271606,0.2698074281215668,0.0886409804224968,0.06527827680110931,0.007566469255834818,0.08922183513641357,-0.15444377064704895,-0.029179908335208893,-0.017299437895417213,0.21722063422203064,-0.006136978045105934,0.050045643001794815,0.025672441348433495,-0.4733467698097229,-38.34565353393555,0.022779667750000954,0.07060527801513672,-0.07165923714637756,0.08562084287405014,-0.5328937768936157,-0.24988043308258057,-0.06078016385436058,0.0,0.0,0.0]","[-0.014660906046628952,0.04960142448544502,0.05519165098667145,-0.45154446363449097,-38.08047866821289,0.030182648450136185,0.07635068893432617,-0.07857099175453186,0.054305482655763626,-0.5637679696083069,-0.3163594603538513,-0.043782901018857956]"
1776846467.036774,2052,"[-0.019127078354358673,-0.012351586483418941,-0.9997407793998718,0.00830550491809845,0.0023703179322183132,-0.0004979846999049187,-0.35499078035354614,-0.43851014971733093,-0.012704388238489628,-0.02456054277718067,-0.0163583941757679,0.10478031635284424,-0.3811286389827728,0.1800428181886673,-0.0018871425418183208,-0.18577665090560913,-0.3167573809623718,0.48640167713165283,0.026226427406072617,0.09514934569597244,0.09051848948001862,0.014181447215378284,0.05959070473909378,-0.2520001232624054,-0.019328463822603226,-0.029616156592965126,0.2411135584115982,-0.014660906046628952,0.04960142448544502,0.05519165098667145,-0.45154446363449097,-38.08047866821289,0.030182648450136185,0.07635068893432617,-0.07857099175453186,0.054305482655763626,-0.5637679696083069,-0.3163594603538513,-0.043782901018857956,0.0,0.0,0.0]","[-0.005147485062479973,0.061244502663612366,0.05207245796918869,-0.38536256551742554,-37.79899978637695,0.03578313812613487,0.09686992317438126,-0.101749487221241,0.043197035789489746,-0.6401231288909912,-0.3909800946712494,-0.04066314920783043]"
1776846467.057029,2053,"[-0.01827336847782135,-0.01985819637775421,-0.9996358156204224,0.0044101811945438385,-0.003659576177597046,0.009622885845601559,-0.35441020131111145,-0.4365423917770386,-0.010168653912842274,-0.02413996309041977,-0.015946781262755394,0.09938983619213104,-0.3823622465133667,0.17932359874248505,0.002781717339530587,-0.19470372796058655,-0.2959984540939331,0.5060046911239624,0.027073826640844345,0.09466280788183212,0.13330650329589844,0.022285591810941696,0.01527401152998209,-0.2706441581249237,-0.07091694325208664,-0.035649657249450684,0.22641928493976593,-0.005147485062479973,0.061244502663612366,0.05207245796918869,-0.38536256551742554,-37.79899978637695,0.03578313812613487,0.09686992317438126,-0.101749487221241,0.043197035789489746,-0.6401231288909912,-0.3909800946712494,-0.04066314920783043,0.0,0.0,0.0]","[-0.004977880045771599,0.06800642609596252,0.06642764806747437,-0.3026465177536011,-37.51664733886719,0.03817033767700195,0.10803904384374619,-0.13175751268863678,0.05284944176673889,-0.7611047625541687,-0.45598024129867554,-0.045339737087488174]"
1776846467.090604,2054,"[-0.017458897083997726,-0.02797345258295536,-0.9994561672210693,0.00025876241852529347,-0.00925809983164072,0.019678553566336632,-0.3542178273200989,-0.4347144067287445,-0.006402554921805859,-0.023205922916531563,-0.01588476449251175,0.09412827342748642,-0.3850737512111664,0.17848213016986847,0.006070631556212902,-0.19290891289710999,-0.24995826184749603,0.45226046442985535,0.0052152094431221485,0.083188995718956,0.1871739625930786,0.05314868688583374,0.0011668456718325615,-0.23299750685691833,-0.14131394028663635,-0.040608905255794525,0.12930700182914734,-0.004977880045771599,0.06800642609596252,0.06642764806747437,-0.3026465177536011,-37.51664733886719,0.03817033767700195,0.10803904384374619,-0.13175751268863678,0.05284944176673889,-0.7611047625541687,-0.45598024129867554,-0.045339737087488174,0.0,0.0,0.0]","[-0.003582049161195755,0.07249020785093307,0.11328566074371338,-0.1864509880542755,-37.239990234375,0.049920011311769485,0.1134394034743309,-0.14914393424987793,0.09538194537162781,-0.9509074687957764,-0.46133992075920105,-0.054860685020685196]"
1776846467.103645,2055,"[-0.016987793147563934,-0.032161906361579895,-0.9993382692337036,-0.0020261493045836687,-0.01194509956985712,0.024657150730490685,-0.35422614216804504,-0.4338867664337158,-0.003860440803691745,-0.022320542484521866,-0.015899911522865295,0.09163545072078705,-0.38701266050338745,0.17802771925926208,0.007058837916702032,-0.18343877792358398,-0.21289663016796112,0.3960600793361664,-0.001169988652691245,0.06400221586227417,0.20678281784057617,0.07364898920059204,-0.0013868182431906462,-0.1977255642414093,-0.15719103813171387,-0.03563044220209122,0.07418690621852875,-0.003582049161195755,0.07249020785093307,0.11328566074371338,-0.1864509880542755,-37.239990234375,0.049920011311769485,0.1134394034743309,-0.14914393424987793,0.09538194537162781,-0.9509074687957764,-0.46133992075920105,-0.054860685020685196,0.0,0.0,0.0]","[0.0013561975210905075,0.06264501810073853,0.2034240961074829,-0.07708350569009781,-37.02715301513672,0.08793804049491882,0.09692814946174622,-0.11206721514463425,0.20605449378490448,-1.1041295528411865,-0.34359291195869446,-0.039427500218153]"
