time_s,step,observation,action_pre_scale
1777016371.244190,563,"[-0.05769604444503784,-0.12694436311721802,-0.23236197233200073,0.032925162464380264,0.03554356470704079,-0.9988256096839905,-0.002946117427200079,-0.023158904165029526,0.14461049437522888,0.08685166388750076,-0.04109708592295647,-0.015084627084434032,0.008764488622546196,-0.015280133113265038,-0.10133316367864609,0.04617922008037567,0.06130443885922432,-0.0672449842095375,-0.14290747046470642,-0.0009458226850256324,-0.34241411089897156,0.38114848732948303,0.31949570775032043,0.24066729843616486,-0.21262288093566895,-0.7038150429725647,-0.270501971244812,-0.26973405480384827,0.12558698654174805,-0.16355536878108978,-0.0873500257730484,-0.04066753759980202,-0.10808906704187393,0.49518442153930664,0.09919595718383789,0.05789608508348465,-0.048249501734972,-0.3768615424633026,-0.6696749329566956,0.20143897831439972,-1.437198281288147,-0.42659100890159607,0.0,0.0,0.0]","[-0.10554566234350204,-0.07168637216091156,-0.060062624514102936,0.5166783332824707,0.17794735729694366,0.0973861813545227,-0.10811203718185425,-0.32889485359191895,-0.4809149503707886,0.1258109211921692,-1.4006043672561646,-0.37297728657722473]"
1777016371.246058,564,"[-0.03921706601977348,-0.13453459739685059,-0.3050372004508972,0.03150404617190361,0.03607412427663803,-0.9988524317741394,-0.005160283762961626,-0.023183921352028847,0.1380428969860077,0.09366954863071442,-0.03319934010505676,-0.011042209342122078,0.004852850455790758,-0.026863479986786842,-0.10558158904314041,0.04036774858832359,0.06365475803613663,-0.06971009075641632,-0.45514658093452454,-0.005253014154732227,-1.3732068538665771,1.4184671640396118,1.665147304534912,0.8369618058204651,-0.8122730255126953,-2.3973894119262695,-0.8780711889266968,-1.2221254110336304,0.4922204613685608,-0.5070673227310181,-0.10554566234350204,-0.07168637216091156,-0.060062624514102936,0.5166783332824707,0.17794735729694366,0.0973861813545227,-0.10811203718185425,-0.32889485359191895,-0.4809149503707886,0.1258109211921692,-1.4006043672561646,-0.37297728657722473,0.0,0.0,0.0]","[-0.10464481264352798,-0.08720646798610687,-0.05834698677062988,0.455661803483963,0.29113078117370605,0.04222460836172104,-0.05200907588005066,-0.2881512939929962,-0.6250786185264587,-0.08139532804489136,-1.5251466035842896,-0.36376088857650757]"
1777016371.266179,565,"[0.012443127110600471,-0.10553500056266785,-0.37379932403564453,0.02929500676691532,0.03657786175608635,-0.9989013075828552,-0.00952738244086504,-0.026001572608947754,0.1288938820362091,0.09593507647514343,-0.04723850637674332,-0.008326176553964615,-0.003946017008274794,-0.046380266547203064,-0.10993627458810806,0.02160966768860817,0.05842209607362747,-0.07289266586303711,-0.24072933197021484,-0.12564359605312347,-0.4755876362323761,0.18161919713020325,-0.060002923011779785,0.15942412614822388,-0.4226948618888855,-0.9154174327850342,-0.19105951488018036,-1.035247564315796,-0.2764192819595337,-0.15773284435272217,-0.10464481264352798,-0.08720646798610687,-0.05834698677062988,0.455661803483963,0.29113078117370605,0.04222460836172104,-0.05200907588005066,-0.2881512939929962,-0.6250786185264587,-0.08139532804489136,-1.5251466035842896,-0.36376088857650757,0.0,0.0,0.0]","[-0.12261852622032166,-0.10822035372257233,0.05747731029987335,0.49306386709213257,0.445309579372406,0.1246693879365921,-0.12606750428676605,-0.22908808290958405,-0.3076978325843811,-0.3344666361808777,-1.4658541679382324,-0.2678527534008026]"
1777016371.286237,566,"[0.09006676077842712,0.023239169269800186,-0.31478026509284973,0.027806049212813377,0.03546056151390076,-0.998984158039093,-0.014705619774758816,-0.02999338135123253,0.12367048859596252,0.09366585314273834,-0.05071538686752319,-0.0063321455381810665,-0.016662560403347015,-0.05941491946578026,-0.10767875611782074,-0.008901864290237427,0.043938565999269485,-0.07442998886108398,-0.27131813764572144,-0.2083801031112671,-0.21178191900253296,-0.1211860179901123,0.040575191378593445,0.138093963265419,-0.6560807228088379,-0.5935308933258057,0.17852653563022614,-1.6076995134353638,-0.8071775436401367,-0.06668063998222351,-0.12261852622032166,-0.10822035372257233,0.05747731029987335,0.49306386709213257,0.445309579372406,0.1246693879365921,-0.12606750428676605,-0.22908808290958405,-0.3076978325843811,-0.3344666361808777,-1.4658541679382324,-0.2678527534008026,0.0,0.0,0.0]","[-0.13097012042999268,-0.11047203838825226,0.20237484574317932,0.49894747138023376,0.6871490478515625,0.17879308760166168,-0.1338420808315277,-0.19229966402053833,-0.03623607009649277,-0.5706368684768677,-1.445406436920166,-0.16824276745319366]"
1777016371.306252,567,"[0.1559060961008072,0.15607896447181702,-0.2715263068675995,0.02979007177054882,0.032870665192604065,-0.9990155696868896,-0.01943102478981018,-0.036198556423187256,0.1232171356678009,0.0876198559999466,-0.052759476006031036,-0.006240029353648424,-0.028658121824264526,-0.06682756543159485,-0.09545724838972092,-0.05005216225981712,0.015138600952923298,-0.07451801002025604,-0.2370832860469818,-0.31485700607299805,-0.014742211438715458,-0.24424681067466736,-0.15187007188796997,0.05414002761244774,-0.5617555379867554,-0.32649847865104675,0.6804249286651611,-2.1327099800109863,-1.5593290328979492,0.00016918149776756763,-0.13097012042999268,-0.11047203838825226,0.20237484574317932,0.49894747138023376,0.6871490478515625,0.17879308760166168,-0.1338420808315277,-0.19229966402053833,-0.03623607009649277,-0.5706368684768677,-1.445406436920166,-0.16824276745319366,0.0,0.0,0.0]","[-0.1279524564743042,-0.09389427304267883,0.35573631525039673,0.47567451000213623,1.0414402484893799,0.16799916326999664,-0.11667969822883606,-0.17545171082019806,0.077432781457901,-0.8657630681991577,-1.560310959815979,-0.11504487693309784]"
1777016371.326213,568,"[0.17180080711841583,0.1314975768327713,-0.3001324534416199,0.032695211470127106,0.029677527025341988,-0.9990246295928955,-0.023457437753677368,-0.04206111654639244,0.12404365092515945,0.08507213741540909,-0.05428189039230347,-0.0031317768152803183,-0.035438571125268936,-0.07059050351381302,-0.07555577903985977,-0.10231933742761612,-0.03152929246425629,-0.07324899733066559,-0.19304794073104858,-0.2833842635154724,0.05686591565608978,-0.11020921170711517,-0.04808681085705757,0.18408474326133728,-0.30424124002456665,-0.15946894884109497,1.041982650756836,-2.68471622467041,-2.496018409729004,0.07026320695877075,-0.1279524564743042,-0.09389427304267883,0.35573631525039673,0.47567451000213623,1.0414402484893799,0.16799916326999664,-0.11667969822883606,-0.17545171082019806,0.077432781457901,-0.8657630681991577,-1.560310959815979,-0.11504487693309784,0.0,0.0,0.0]","[-0.12223371863365173,-0.06854309141635895,0.4968697726726532,0.4197567105293274,1.3102136850357056,0.120672807097435,-0.1381121426820755,-0.13405939936637878,0.22680772840976715,-1.0474748611450195,-1.59419584274292,-0.0930243730545044]"
1777016371.346061,569,"[0.16639947891235352,0.0030208579264581203,-0.31692424416542053,0.033693064004182816,0.026464322581887245,-0.9990817904472351,-0.026108620688319206,-0.0458492636680603,0.12716050446033478,0.08260028809309006,-0.050925977528095245,-0.000567680224776268,-0.03998209908604622,-0.07146327197551727,-0.051361970603466034,-0.16221453249454498,-0.09800755977630615,-0.07173435389995575,-0.11382550001144409,-0.17269523441791534,0.18038874864578247,-0.13056938350200653,0.21541061997413635,0.11850705742835999,-0.21545013785362244,-0.0279519185423851,1.2270841598510742,-3.0227150917053223,-3.4952540397644043,0.07711257040500641,-0.12223371863365173,-0.06854309141635895,0.4968697726726532,0.4197567105293274,1.3102136850357056,0.120672807097435,-0.1381121426820755,-0.13405939936637878,0.22680772840976715,-1.0474748611450195,-1.59419584274292,-0.0930243730545044,0.0,0.0,0.0]","[-0.11231359094381332,-0.03994042053818703,0.6187629699707031,0.36675551533699036,1.4950313568115234,0.10118384659290314,-0.12455298751592636,-0.06799137592315674,0.4628262519836426,-1.050403356552124,-1.2610679864883423,-0.06567263603210449]"
1777016371.366104,570,"[0.13400354981422424,-0.05785515904426575,-0.299089640378952,0.032657649368047714,0.023739149793982506,-0.9991846084594727,-0.026843855157494545,-0.04794875532388687,0.13136059045791626,0.07853056490421295,-0.04396643489599228,4.282104782760143e-05,-0.041319116950035095,-0.07117164134979248,-0.02588661015033722,-0.2203323394060135,-0.17626811563968658,-0.06910363584756851,-0.029803171753883362,-0.09257178008556366,0.21349936723709106,-0.2188977152109146,0.3634049892425537,0.02367435395717621,-0.05080705136060715,0.023117180913686752,1.2685168981552124,-2.842710018157959,-3.9788527488708496,0.14120721817016602,-0.11231359094381332,-0.03994042053818703,0.6187629699707031,0.36675551533699036,1.4950313568115234,0.10118384659290314,-0.12455298751592636,-0.06799137592315674,0.4628262519836426,-1.050403356552124,-1.2610679864883423,-0.06567263603210449,0.0,0.0,0.0]","[-0.08877170085906982,-0.016513805836439133,0.6954686641693115,0.32363682985305786,1.5734241008758545,0.09257814288139343,-0.07703094184398651,0.04023152217268944,0.7174522280693054,-0.8946831226348877,-0.8117586374282837,-0.026685163378715515]"
1777016371.386099,571,"[0.0818052887916565,-0.006859448738396168,-0.19006286561489105,0.03194919973611832,0.02178775891661644,-0.9992519617080688,-0.026921823620796204,-0.04947320744395256,0.13438807427883148,0.07234445959329605,-0.03853266313672066,9.326397412223741e-05,-0.041487060487270355,-0.06615239381790161,0.0008258965681307018,-0.26127108931541443,-0.1918300837278366,-0.06336798518896103,-0.0016047796234488487,-0.0825212150812149,0.14526811242103577,-0.3294585347175598,0.2354711890220642,0.0008206560160033405,-0.006178034003823996,0.30890822410583496,1.3590190410614014,-1.842870831489563,-0.369099885225296,0.31306368112564087,-0.08877170085906982,-0.016513805836439133,0.6954686641693115,0.32363682985305786,1.5734241008758545,0.09257814288139343,-0.07703094184398651,0.04023152217268944,0.7174522280693054,-0.8946831226348877,-0.8117586374282837,-0.026685163378715515,0.0,0.0,0.0]","[-0.06758514046669006,-0.004901483654975891,0.7330618500709534,0.2902154326438904,1.5829495191574097,0.036735787987709045,-0.006615983322262764,0.13725760579109192,0.886221706867218,-0.6483204960823059,-0.5370233654975891,0.031412553042173386]"
1777016371.406138,572,"[0.014712749049067497,0.03068401850759983,-0.03264850750565529,0.03224783018231392,0.02105313166975975,-0.9992581605911255,-0.026723815128207207,-0.05120639130473137,0.1365341991186142,0.06426317244768143,-0.036741916090250015,-0.002329604933038354,-0.04110848903656006,-0.05278085544705391,0.031341370195150375,-0.27772852778434753,-0.1863098442554474,-0.052659470587968826,0.011077329516410828,-0.09219351410865784,0.10812826454639435,-0.419618159532547,0.05742885172367096,-0.14274166524410248,0.021177679300308228,0.7423423528671265,1.5571966171264648,-0.6250938773155212,0.2853041887283325,0.5662909746170044,-0.06758514046669006,-0.004901483654975891,0.7330618500709534,0.2902154326438904,1.5829495191574097,0.036735787987709045,-0.006615983322262764,0.13725760579109192,0.886221706867218,-0.6483204960823059,-0.5370233654975891,0.031412553042173386,0.0,0.0,0.0]","[-0.046708427369594574,0.01910567469894886,0.748345136642456,0.2663052976131439,1.5358178615570068,0.007588798180222511,0.06361265480518341,0.18722283840179443,0.9314985871315002,-0.36390215158462524,-0.3925795555114746,0.05309024825692177]"
1777016371.426127,573,"[-0.05304362252354622,-0.0074199046939611435,0.07127519696950912,0.032494816929101944,0.021592533215880394,-0.9992386102676392,-0.026316005736589432,-0.05321155861020088,0.13936036825180054,0.05453217029571533,-0.03844817727804184,-0.008346481248736382,-0.036981478333473206,-0.03194598853588104,0.06434667855501175,-0.27280932664871216,-0.18140225112438202,-0.039320796728134155,0.021048694849014282,-0.10515423119068146,0.15750861167907715,-0.5006030797958374,-0.12068885564804077,-0.32190024852752686,0.23321859538555145,1.0953617095947266,1.659026026725769,0.4003196954727173,0.22490152716636658,0.6714303493499756,-0.046708427369594574,0.01910567469894886,0.748345136642456,0.2663052976131439,1.5358178615570068,0.007588798180222511,0.06361265480518341,0.18722283840179443,0.9314985871315002,-0.36390215158462524,-0.3925795555114746,0.05309024825692177,0.0,0.0,0.0]","[-0.03191050514578819,0.05994196981191635,0.7384771704673767,0.24528451263904572,1.412771224975586,0.028135517612099648,0.10874620079994202,0.19147567451000214,0.9060892462730408,-0.04029202461242676,-0.3138870596885681,0.047127772122621536]"
1777016371.446136,574,"[-0.0935588851571083,-0.08585614711046219,0.11204362660646439,0.031432121992111206,0.023143768310546875,-0.9992378950119019,-0.02582159824669361,-0.05477297306060791,0.14417670667171478,0.04352923855185509,-0.04475972056388855,-0.014159885235130787,-0.028827525675296783,-0.007185795810073614,0.09629497677087784,-0.24709255993366241,-0.17832942306995392,-0.027011889964342117,0.024486001580953598,-0.07220901548862457,0.2636900246143341,-0.5607316493988037,-0.363430917263031,-0.2778393626213074,0.4300171732902527,1.253005027770996,1.5743720531463623,1.4425922632217407,0.13855701684951782,0.5946420431137085,-0.03191050514578819,0.05994196981191635,0.7384771704673767,0.24528451263904572,1.412771224975586,0.028135517612099648,0.10874620079994202,0.19147567451000214,0.9060892462730408,-0.04029202461242676,-0.3138870596885681,0.047127772122621536,0.0,0.0,0.0]","[-0.020364049822092056,0.1077987402677536,0.7128307223320007,0.21715208888053894,1.2401905059814453,0.06307964026927948,0.11146771907806396,0.14590424299240112,0.8550461530685425,0.27555808424949646,-0.3134172856807709,0.01790844276547432]"
1777016371.465851,575,"[-0.11674356460571289,-0.15747854113578796,0.12651263177394867,0.028836192563176155,0.02524307556450367,-0.9992653727531433,-0.025352224707603455,-0.055129311978816986,0.15127158164978027,0.03149764984846115,-0.0574018731713295,-0.01606898568570614,-0.019316494464874268,0.016206184402108192,0.12431031465530396,-0.20169661939144135,-0.17661501467227936,-0.018828757107257843,0.022840116173028946,-0.011949485167860985,0.3762274384498596,-0.6116982698440552,-0.6966806650161743,-0.0632786899805069,0.4787689447402954,1.1357181072235107,1.3624626398086548,2.406144142150879,0.07637237012386322,0.3708690106868744,-0.020364049822092056,0.1077987402677536,0.7128307223320007,0.21715208888053894,1.2401905059814453,0.06307964026927948,0.11146771907806396,0.14590424299240112,0.8550461530685425,0.27555808424949646,-0.3134172856807709,0.01790844276547432,0.0,0.0,0.0]","[-0.010343890637159348,0.1450667828321457,0.6744695901870728,0.18674394488334656,1.0527750253677368,0.08898154646158218,0.09571292996406555,0.06367215514183044,0.7491036653518677,0.5319206714630127,-0.4160163402557373,-0.048400428146123886]"
1777016371.486197,576,"[-0.0655275359749794,0.18019309639930725,0.08233361691236496,0.030002005398273468,0.026746423915028572,-0.99919193983078,-0.024270307272672653,-0.05263486132025719,0.15467523038387299,0.023345721885561943,-0.061942942440509796,-0.013740976341068745,-0.012451736256480217,0.0352066308259964,0.1351565718650818,-0.1738441288471222,-0.14233249425888062,-0.014911441132426262,0.05163484811782837,0.11681267619132996,0.15108101069927216,-0.4307212829589844,-0.6131203770637512,0.1058298796415329,0.3669471740722656,0.8569716215133667,0.47153058648109436,1.6198396682739258,1.298848032951355,0.1311843991279602,-0.010343890637159348,0.1450667828321457,0.6744695901870728,0.18674394488334656,1.0527750253677368,0.08898154646158218,0.09571292996406555,0.06367215514183044,0.7491036653518677,0.5319206714630127,-0.4160163402557373,-0.048400428146123886,0.0,0.0,0.0]","[-0.0034928806126117706,0.1727234423160553,0.6869934797286987,0.1583925187587738,1.044631838798523,0.06495129317045212,0.11211305856704712,-0.00633041188120842,0.5938727259635925,0.6669210195541382,-0.5065830945968628,-0.0730610340833664]"
1777016371.505776,577,"[-0.06695681810379028,0.43637943267822266,0.15205015242099762,0.03659858554601669,0.02799895778298378,-0.998937726020813,-0.021555138751864433,-0.050039470195770264,0.1546451300382614,0.01860162243247032,-0.07336187362670898,-0.013218610547482967,-0.008873047307133675,0.0462801456451416,0.13043271005153656,-0.1493891030550003,-0.10326611995697021,-0.013325423002243042,0.153087317943573,0.11570709198713303,-0.02381318062543869,-0.19259119033813477,-0.48915931582450867,0.01487471628934145,0.12703536450862885,0.49158021807670593,-0.3495398461818695,1.211593747138977,2.0790553092956543,0.0850277692079544,-0.0034928806126117706,0.1727234423160553,0.6869934797286987,0.1583925187587738,1.044631838798523,0.06495129317045212,0.11211305856704712,-0.00633041188120842,0.5938727259635925,0.6669210195541382,-0.5065830945968628,-0.0730610340833664,0.0,0.0,0.0]","[0.006399065256118774,0.18015821278095245,0.6620486974716187,0.16249103844165802,1.0780458450317383,0.010056352242827415,0.1824922263622284,-0.04671484977006912,0.1197570264339447,0.6319693326950073,-0.6731817126274109,-0.11665914952754974]"
1777016371.526057,578,"[-0.11917959898710251,0.33427727222442627,0.13694080710411072,0.04470556974411011,0.029868412762880325,-0.9985535740852356,-0.018982648849487305,-0.048655711114406586,0.15548484027385712,0.015190607868134975,-0.07525858283042908,-0.01617959700524807,-0.007555386517196894,0.04953475296497345,0.11351338773965836,-0.1201428472995758,-0.056753747165203094,-0.012877787463366985,0.11382368952035904,0.06276804208755493,0.06318700313568115,-0.17607587575912476,-0.02569933794438839,-0.17309170961380005,0.06323684751987457,0.10446172207593918,-0.9212163090705872,1.5286996364593506,2.333951950073242,0.012779402546584606,0.006399065256118774,0.18015821278095245,0.6620486974716187,0.16249103844165802,1.0780458450317383,0.010056352242827415,0.1824922263622284,-0.04671484977006912,0.1197570264339447,0.6319693326950073,-0.6731817126274109,-0.11665914952754974,0.0,0.0,0.0]","[0.009078100323677063,0.16761910915374756,0.5946415662765503,0.165155291557312,1.0765070915222168,-0.04376073554158211,0.1785944402217865,-0.036601874977350235,-0.2928274869918823,0.6455676555633545,-0.9067734479904175,-0.1851348876953125]"
1777016371.546229,579,"[-0.13108381628990173,0.02941356599330902,0.04668821394443512,0.04790099710226059,0.03235870227217674,-0.9983277916908264,-0.0181935615837574,-0.04622533544898033,0.1608961969614029,0.010267190635204315,-0.0685780718922615,-0.022030644118785858,-0.0067318640649318695,0.04919867217540741,0.08675406128168106,-0.08427602797746658,-0.012806886807084084,-0.01846010610461235,0.0320468470454216,0.13427422940731049,0.312516450881958,-0.2608027458190918,0.40779513120651245,-0.3069402575492859,0.04038092494010925,-0.0335984006524086,-1.4032557010650635,1.8220701217651367,2.133437156677246,-0.3425936698913574,0.009078100323677063,0.16761910915374756,0.5946415662765503,0.165155291557312,1.0765070915222168,-0.04376073554158211,0.1785944402217865,-0.036601874977350235,-0.2928274869918823,0.6455676555633545,-0.9067734479904175,-0.1851348876953125,0.0,0.0,0.0]","[0.010588124394416809,0.15105804800987244,0.5048037171363831,0.17284677922725677,0.942903459072113,-0.08088123798370361,0.10411962866783142,-0.043352168053388596,-0.4200466275215149,0.7222083806991577,-1.0576311349868774,-0.23728767037391663]"
1777016371.566097,580,"[-0.12766091525554657,-0.1552100032567978,-0.06779899448156357,0.04591739550232887,0.03497302159667015,-0.9983328580856323,-0.017856601625680923,-0.04252554476261139,0.16943895816802979,0.004514722153544426,-0.054946839809417725,-0.02995353564620018,-0.006645698565989733,0.04729235917329788,0.05474311485886574,-0.04562670737504959,0.023830188438296318,-0.03270868584513664,0.015874195843935013,0.19063802063465118,0.44147002696990967,-0.2892947793006897,0.7363600730895996,-0.4085676670074463,3.552227281033993e-05,-0.1056271344423294,-1.623460292816162,1.9402574300765991,1.7588160037994385,-0.7859309911727905,0.010588124394416809,0.15105804800987244,0.5048037171363831,0.17284677922725677,0.942903459072113,-0.08088123798370361,0.10411962866783142,-0.043352168053388596,-0.4200466275215149,0.7222083806991577,-1.0576311349868774,-0.23728767037391663,0.0,0.0,0.0]","[0.016019068658351898,0.13812607526779175,0.4192357361316681,0.18748074769973755,0.7194170951843262,-0.10186848789453506,0.0016922485083341599,-0.08862659335136414,-0.3715265989303589,0.8063941597938538,-1.1292757987976074,-0.26754269003868103]"
1777016371.585937,581,"[-0.10571998357772827,-0.3066345155239105,-0.12084668129682541,0.04151350259780884,0.03737611696124077,-0.9984385967254639,-0.017697647213935852,-0.038219988346099854,0.1797812581062317,0.0009213871671818197,-0.0300726518034935,-0.03811587393283844,-0.007823263294994831,0.04605039954185486,0.028224648907780647,-0.018922433257102966,0.019882844761013985,-0.05254730209708214,0.005669750738888979,0.2172003984451294,0.5466960072517395,-0.19587981700897217,1.1090710163116455,-0.4052692651748657,-0.037671007215976715,-0.037541553378105164,-1.2341383695602417,1.1368145942687988,-0.563601016998291,-0.8529788255691528,0.016019068658351898,0.13812607526779175,0.4192357361316681,0.18748074769973755,0.7194170951843262,-0.10186848789453506,0.0016922485083341599,-0.08862659335136414,-0.3715265989303589,0.8063941597938538,-1.1292757987976074,-0.26754269003868103,0.0,0.0,0.0]","[0.03844054043292999,0.12445269525051117,0.3434283435344696,0.19993534684181213,0.46229642629623413,-0.08620334416627884,-0.04688269644975662,-0.10281084477901459,-0.2541818916797638,0.869188666343689,-1.089033842086792,-0.29166996479034424]"
1777016371.605849,582,"[-0.03535650297999382,-0.07437174767255783,-0.05942882224917412,0.03788500279188156,0.03860345855355263,-0.9985361695289612,-0.017451297491788864,-0.03386068716645241,0.1881326287984848,-0.00017820601351559162,-0.006777090020477772,-0.043722718954086304,-0.008279685862362385,0.04607899487018585,0.010118750855326653,-0.0033721255604177713,0.018898390233516693,-0.05639645829796791,0.013746587559580803,0.2093701958656311,0.36604082584381104,-0.03160586953163147,1.2042979001998901,-0.2573649287223816,-0.02349085733294487,0.0033469079062342644,-0.8504409193992615,0.771788477897644,0.03540225327014923,-0.119639091193676,0.03844054043292999,0.12445269525051117,0.3434283435344696,0.19993534684181213,0.46229642629623413,-0.08620334416627884,-0.04688269644975662,-0.10281084477901459,-0.2541818916797638,0.869188666343689,-1.089033842086792,-0.29166996479034424,0.0,0.0,0.0]","[0.052312709391117096,0.10588957369327545,0.2656362056732178,0.23180465400218964,0.21890166401863098,-0.05975811183452606,-0.052364565432071686,-0.14945031702518463,-0.34005263447761536,0.8630852103233337,-1.1106715202331543,-0.31182149052619934]"
1777016371.625906,583,"[-0.0032746426295489073,0.12446041405200958,-0.05499180033802986,0.03904224932193756,0.03894241154193878,-0.9984784126281738,-0.017056943848729134,-0.029768873006105423,0.19097082316875458,0.0033604244235903025,0.014956232160329819,-0.04504594951868057,-0.00870478991419077,0.04609127342700958,-0.003089505946263671,0.012099801562726498,0.020958753302693367,-0.05654795095324516,0.02084769308567047,0.22066976130008698,0.09400328993797302,0.2486293613910675,1.133471965789795,-0.04008746147155762,-0.020135382190346718,-0.0005910787149332464,-0.6288647651672363,0.7675676345825195,0.09216052293777466,-0.0031512028072029352,0.052312709391117096,0.10588957369327545,0.2656362056732178,0.23180465400218964,0.21890166401863098,-0.05975811183452606,-0.052364565432071686,-0.14945031702518463,-0.34005263447761536,0.8630852103233337,-1.1106715202331543,-0.31182149052619934,0.0,0.0,0.0]","[0.04751475900411606,0.07745540887117386,0.1929982602596283,0.27319684624671936,0.01257149875164032,-0.04956395551562309,-0.047374188899993896,-0.20895805954933167,-0.5228508114814758,0.8296969532966614,-1.143048882484436,-0.3285003900527954]"
1777016371.646292,584,"[0.019908897578716278,0.11978472024202347,-0.038289472460746765,0.04184425249695778,0.03875961899757385,-0.9983720779418945,-0.0167057104408741,-0.0256523285061121,0.19135573506355286,0.010785499587655067,0.01910504139959812,-0.044667258858680725,-0.008939114399254322,0.04520334303379059,-0.01525268703699112,0.027682917192578316,0.021523837000131607,-0.056546907871961594,0.017906559631228447,0.20924460887908936,0.006005589384585619,0.4322311282157898,0.13832536339759827,0.029038205742836,-0.010030608624219894,-0.054248031228780746,-0.6182913780212402,0.7663655877113342,0.025186091661453247,0.0002058501704595983,0.04751475900411606,0.07745540887117386,0.1929982602596283,0.27319684624671936,0.01257149875164032,-0.04956395551562309,-0.047374188899993896,-0.20895805954933167,-0.5228508114814758,0.8296969532966614,-1.143048882484436,-0.3285003900527954,0.0,0.0,0.0]","[0.03580911457538605,0.04023352265357971,0.11845346540212631,0.31791436672210693,-0.10914988815784454,-0.046231016516685486,-0.041902922093868256,-0.274075448513031,-0.6697914004325867,0.8146523237228394,-1.179200530052185,-0.3690132796764374]"
1777016371.666870,585,"[0.035534538328647614,-0.03651479631662369,-0.000919099198654294,0.04237445443868637,0.03815760836005211,-0.9983728528022766,-0.0164486076682806,-0.022548535838723183,0.19049406051635742,0.023473219946026802,0.012029948644340038,-0.04339450225234032,-0.008898028172552586,0.04202954098582268,-0.029629554599523544,0.0417398102581501,0.02190919779241085,-0.0566161647439003,0.01220847200602293,0.139229878783226,-0.05771300941705704,0.6581528186798096,-0.4338396191596985,0.0670475959777832,0.003738042898476124,-0.17997653782367706,-0.7374507188796997,0.6816444993019104,0.02132970094680786,-0.003414064645767212,0.03580911457538605,0.04023352265357971,0.11845346540212631,0.31791436672210693,-0.10914988815784454,-0.046231016516685486,-0.041902922093868256,-0.274075448513031,-0.6697914004325867,0.8146523237228394,-1.179200530052185,-0.3690132796764374,0.0,0.0,0.0]","[0.02626343071460724,0.008279900997877121,0.03436054661870003,0.3568611741065979,-0.1593739539384842,-0.03072967380285263,-0.019765323027968407,-0.3245795667171478,-0.7146118879318237,0.8070971965789795,-1.2258021831512451,-0.43836498260498047]"
1777016371.686543,586,"[0.039108261466026306,-0.1617467701435089,0.05747991055250168,0.040033914148807526,0.03736117109656334,-0.9984995722770691,-0.016301577910780907,-0.021745752543210983,0.18691220879554749,0.03843217343091965,-0.0033318540081381798,-0.04097335785627365,-0.008543347008526325,0.03598843514919281,-0.04550006985664368,0.05345083028078079,0.022312581539154053,-0.057900115847587585,0.0067863427102565765,0.026676179841160774,-0.210666686296463,0.7568563222885132,-0.808804988861084,0.1286444365978241,0.019094500690698624,-0.32651108503341675,-0.8033124804496765,0.5629223585128784,0.02052213065326214,-0.057658981531858444,0.02626343071460724,0.008279900997877121,0.03436054661870003,0.3568611741065979,-0.1593739539384842,-0.03072967380285263,-0.019765323027968407,-0.3245795667171478,-0.7146118879318237,0.8070971965789795,-1.2258021831512451,-0.43836498260498047,0.0,0.0,0.0]","[0.018648967146873474,-0.012788921594619751,-0.06251955777406693,0.3906911015510559,-0.14089952409267426,-0.0017294157296419144,0.018331700935959816,-0.3569647967815399,-0.7128263115882874,0.7868576645851135,-1.2563587427139282,-0.5200201272964478]"
1777016371.706568,587,"[0.037207454442977905,-0.22355827689170837,0.07787781953811646,0.035986192524433136,0.036532748490571976,-0.998684287071228,-0.016231928020715714,-0.021718990057706833,0.17862793803215027,0.054056912660598755,-0.018808158114552498,-0.03641997650265694,-0.007066479418426752,0.027250222861766815,-0.06108902767300606,0.06209344044327736,0.022939732298254967,-0.06198624148964882,0.003365368815138936,0.00014382664812728763,-0.4597305655479431,0.7796194553375244,-0.7466307878494263,0.24203531444072723,0.0782759040594101,-0.4590059518814087,-0.7735370993614197,0.40203991532325745,0.032877907156944275,-0.22064122557640076,0.018648967146873474,-0.012788921594619751,-0.06251955777406693,0.3906911015510559,-0.14089952409267426,-0.0017294157296419144,0.018331700935959816,-0.3569647967815399,-0.7128263115882874,0.7868576645851135,-1.2563587427139282,-0.5200201272964478,0.0,0.0,0.0]","[0.01337318867444992,-0.024480771273374557,-0.1563267707824707,0.42433038353919983,-0.06382825970649719,0.03302260488271713,0.052244625985622406,-0.38662123680114746,-0.7058984041213989,0.7417000532150269,-1.2599745988845825,-0.5846503973007202]"
